frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2235,1624181321.756213188,1624181321.856210232,2240,2239,0,0.037909008,0.063904141,1,0,0,0,1,-34.656581257,-19.278014121,-28.937305099,0.035397645,0.003970818,0.883667616,0.466757736,1455,603,0.414432990,0.071718746,0.050551214,0.032279710,0.142791109,114.982626002,1371,0.782393010,165.058180993,378.202504857,529.400130326,0.153877329,0.120392546,0,0,1,0,0,0.000002448,0.000003525,0.000009976,0.017314645,-0.052040852,-0.998494844,0.000000002,0.000000008,0.000000013,0.925330094,-0.379151892,-0.002839089,0.000000000,0.122262432,0.027817075,0.842767692,0.009192713,132.099598573,0,0.134727503,0.107710602,204,190,14,0.140206186,59,0,0,0,0,0,1191,60,349855,707197,604677,1058,0,2700080
2236,1624181321.856210709,1624181321.956174612,2241,2240,0,0.031752539,0.066395708,1,0,0,0,1,-34.643640147,-19.297698958,-28.937524104,0.035682914,0.005321969,0.883701681,0.466658061,1414,592,0.418670438,0.070329656,0.047575530,0.031401946,0.140543370,114.919721311,1331,0.788974608,159.387741931,368.836616493,521.900845224,0.151779751,0.119750370,0,0,1,0,0,0.000002380,0.000003642,0.000009752,-0.003259755,-0.046029520,-0.998934761,0.000000002,0.000000007,0.000000013,0.886006721,-0.463617048,-0.007163970,0.000000000,0.124208127,0.027816237,0.812889440,0.008561622,130.086325177,0,0.135850865,0.108433505,236,215,21,0.166902405,46,0,0,0,0,0,1132,46,349947,707433,604723,1058,0,2701212
2237,1624181321.956208467,1624181322.056206465,2242,2241,0,0.037837455,0.070191108,1,0,0,0,1,-34.624134328,-19.309698133,-28.941232459,0.036031067,0.005493824,0.883649806,0.466727545,1436,582,0.405292479,0.071672438,0.048000612,0.032789057,0.129474516,115.254712333,1349,0.780423759,151.631023395,364.511126449,536.649501146,0.144027570,0.112402538,0,0,1,0,0,0.000002338,0.000003772,0.000009755,-0.015374517,-0.012556562,-0.999802959,0.000000002,0.000000008,0.000000017,0.949758393,-0.312338137,0.020096814,0.000000000,0.125033264,0.028029917,0.799448931,0.008427120,128.574941919,0,0.136521492,0.108782675,184,174,10,0.128133705,57,0,0,0,0,0,1194,58,350014,707617,604780,1058,0,2702406
2238,1624181322.056205988,1624181322.156229734,2243,2242,0,0.027646189,0.049587579,1,0,0,0,1,-34.602892767,-19.331663257,-28.948049730,0.035855473,0.005210605,0.883613216,0.466813581,1424,568,0.398876404,0.069331486,0.049097709,0.029361033,0.139404352,112.637415200,1340,0.786097067,157.309480551,367.196731670,528.863857072,0.149339235,0.117395135,0,0,1,0,0,0.000002482,0.000003881,0.000009930,-0.022758939,0.007332806,-0.999714089,0.000000002,0.000000007,0.000000015,0.951814176,-0.306539198,0.009137486,0.000000000,0.125821252,0.028172771,0.772596220,0.007867775,127.987933702,0,0.137246140,0.109181725,189,184,5,0.132724719,46,0,0,0,0,0,1189,46,350077,707806,604826,1058,0,2703595
2239,1624181322.156203508,1624181322.256205797,2244,2243,0,0.029831677,0.056374642,1,0,0,0,1,-34.596151773,-19.348756251,-28.934642566,0.036425792,0.005162840,0.883581568,0.466829860,1457,602,0.413177763,0.068820420,0.050727387,0.029690917,0.128395628,116.231534029,1365,0.779396127,156.202033968,370.779732584,536.893947297,0.146823573,0.114433725,0,0,1,0,0,0.000002424,0.000003692,0.000009980,-0.040983776,-0.017610384,-0.999004607,0.000000002,0.000000008,0.000000015,0.933148460,-0.358401632,0.027968247,0.000000000,0.126454032,0.028432557,0.742246960,0.007228795,127.118314373,0,0.137911722,0.109530022,168,158,10,0.115305422,56,0,0,0,0,0,1231,58,350145,707974,604882,1058,0,2704826
2240,1624181322.256201029,1624181322.356114626,2245,2244,0,0.037626620,0.070222075,1,0,0,0,1,-34.585235262,-19.366792629,-28.921215195,0.035843245,0.005102841,0.883617820,0.466806995,1471,624,0.424201224,0.072984191,0.050811930,0.033119967,0.163209818,112.974884949,1394,0.785358812,168.439732812,388.593486600,537.756964785,0.153855721,0.120831946,0,0,1,0,0,0.000002326,0.000003419,0.000009460,0.043212281,0.054652088,0.997569971,0.000000002,0.000000006,0.000000012,0.933159991,-0.359459957,0.000985027,0.000000000,0.130523303,0.029698492,0.717080616,0.006624561,125.075038220,0,0.139429643,0.110592197,161,155,6,0.109449354,67,0,0,0,0,0,1243,67,350197,708135,604949,1058,0,2706069
2241,1624181322.356198549,1624181322.456093073,2246,2245,0,0.047304727,0.081008941,1,0,0,0,1,-34.576517028,-19.379273538,-28.922105210,0.035013549,0.003892330,0.883605344,0.466905234,1516,617,0.406992084,0.067625710,0.045623252,0.029970992,0.167177171,109.429128519,1432,0.778399226,175.884936045,392.473757821,546.308997877,0.157791365,0.122824676,0,0,1,0,0,0.000002289,0.000003256,0.000008949,0.067331093,0.073843147,0.994994328,0.000000002,0.000000006,0.000000011,0.963369831,-0.268145610,-0.004062158,0.000000000,0.134208680,0.027797897,0.680629861,0.005861122,123.000524512,0,0.141672873,0.112178412,187,178,9,0.123350923,47,0,0,0,0,0,1281,48,350259,708322,604996,1058,0,2707350
2242,1624181322.456196308,1624181322.556052685,2247,2246,0,0.073185850,0.106148302,1,0,0,0,1,-34.566144546,-19.395048663,-28.912023282,0.033717804,0.002329952,0.883714202,0.466804980,1510,627,0.415231788,0.069603170,0.051241642,0.033088310,0.150930589,108.354743152,1417,0.787872773,167.164791721,401.520043226,547.730884865,0.149733463,0.117970919,0,0,1,0,0,0.000002335,0.000003373,0.000008756,0.045361507,0.047469966,0.997842140,0.000000002,0.000000006,0.000000012,0.789160099,-0.613137075,0.035906354,0.000000000,0.135517611,0.027750678,0.663539843,0.005525088,121.747597328,0,0.142424916,0.112647908,174,161,13,0.115231788,57,0,0,0,0,0,1275,61,350323,708496,605053,1058,0,2708625
2243,1624181322.556193829,1624181322.656084299,2248,2247,0,0.044783606,0.080038207,1,0,0,0,1,-34.582535283,-19.412769573,-28.902528459,0.032257898,0.001434492,0.883633890,0.467063720,1513,653,0.431592862,0.068891784,0.046788593,0.031901034,0.173099871,114.437531264,1429,0.790963930,168.310691465,431.699470467,530.277294437,0.148909634,0.117782149,0,0,1,0,0,0.000002417,0.000003092,0.000008674,0.012033965,-0.003733622,-0.999920619,0.000000002,0.000000007,0.000000011,0.945776834,-0.324676729,0.009549970,0.000000000,0.138535671,0.026031941,0.648413425,0.005709040,120.718969855,0,0.143272885,0.113237056,179,173,6,0.118307997,43,0,0,0,0,0,1291,43,350385,708675,605096,1058,0,2709916
2244,1624181322.656191349,1624181322.756094217,2249,2248,0,0.037919617,0.082496063,1,0,0,0,1,-34.597288121,-19.432164784,-28.885748428,0.031820783,-0.000961674,0.883649952,0.467064530,1481,643,0.434166104,0.067776711,0.050911152,0.032393880,0.155160565,110.721591310,1393,0.787490795,158.856448137,416.729507569,521.388721304,0.144813232,0.114039087,0,0,1,0,0,0.000002413,0.000003064,0.000008888,0.031140172,-0.001336615,-0.999514134,0.000000002,0.000000008,0.000000013,0.802877249,-0.596023751,0.011992114,0.000000000,0.140916190,0.025336215,0.630262580,0.005209210,119.256564143,0,0.144192727,0.113913610,206,198,8,0.139095206,53,0,0,0,0,0,1221,54,350463,708881,605149,1058,0,2711137
2245,1624181322.756188869,1624181322.856087446,2250,2249,0,0.036740161,0.080973087,1,0,0,0,1,-34.593691166,-19.455565374,-28.866963924,0.031059140,-0.001722935,0.883604389,0.467199792,1497,610,0.407481630,0.071208685,0.048222351,0.033091573,0.111252580,129.110846659,1415,0.785317960,155.961254911,425.495505742,529.768153119,0.140350754,0.110219968,0,0,1,0,0,0.000002462,0.000003322,0.000010201,-0.006639488,-0.031908732,-0.999468734,0.000000002,0.000000010,0.000000016,0.763303790,-0.645886565,0.014066561,0.000000000,0.139820326,0.025454234,0.609289984,0.004699463,119.442265390,0,0.143843156,0.113517866,244,234,10,0.162992652,49,0,0,0,0,0,1203,50,350568,709125,605198,1058,0,2712340
2246,1624181322.856186390,1624181322.956143856,2251,2250,0,0.051865992,0.093489564,1,0,0,0,1,-34.593057492,-19.469719826,-28.836235848,0.030876525,-0.001330393,0.883567401,0.467283124,1521,674,0.443129520,0.069746592,0.051501990,0.033146954,0.128092418,125.438471189,1451,0.791047967,159.562798638,447.943037190,540.304763832,0.139014920,0.109967470,0,0,1,0,0,0.000002393,0.000003019,0.000010282,0.016992388,0.039973251,0.999056254,0.000000002,0.000000008,0.000000013,0.941091601,-0.338136575,-0.003202292,0.000000000,0.140214938,0.022503620,0.597894839,0.004449549,119.246825008,0,0.144399523,0.113913545,218,210,8,0.143326759,51,0,0,0,0,0,1251,52,350653,709343,605249,1058,0,2713591
2247,1624181322.956184149,1624181323.056153059,2252,2251,0,0.067535849,0.106022450,1,0,0,0,1,-34.577344179,-19.484519370,-28.819376906,0.030671655,-0.001013832,0.883677884,0.467088449,1480,631,0.426351351,0.071808517,0.046894428,0.029674562,0.117682246,129.880566127,1414,0.788613056,154.548180879,414.331866571,546.218814092,0.138595945,0.109298572,0,0,1,0,0,0.000002515,0.000003102,0.000011036,0.013788720,0.045808686,0.998855062,0.000000002,0.000000009,0.000000016,0.859486303,-0.510888467,0.016621335,0.000000000,0.140443696,0.020535264,0.587703065,0.004356031,119.253343529,0,0.145351472,0.114604456,208,196,12,0.140540541,58,0,0,0,0,0,1214,58,350736,709551,605307,1058,0,2714805
2248,1624181323.056181669,1624181323.156196356,2253,2252,0,0.078987663,0.128679034,1,0,0,0,1,-34.565971915,-19.486675737,-28.792296348,0.030815224,0.001449441,0.883707989,0.467020890,1484,636,0.428571429,0.070895361,0.049291052,0.032552086,0.148170623,119.476431149,1413,0.789405130,168.115299291,421.689559596,525.624589750,0.150718003,0.118977565,0,0,1,0,0,0.000002429,0.000003051,0.000010552,0.020457795,-0.057795190,-0.998118828,0.000000002,0.000000008,0.000000013,0.588932148,-0.807146477,0.040908316,0.000000000,0.142519767,0.020332452,0.584529746,0.004275293,118.919065701,0,0.146764321,0.115661867,173,161,12,0.116576819,57,0,0,0,0,0,1254,57,350806,709724,605364,1058,0,2716059
2249,1624181323.156179190,1624181323.256124020,2254,2253,0,0.066405405,0.121926202,1,0,0,0,1,-34.569460092,-19.501745728,-28.799406196,0.032173266,0.003460885,0.883920720,0.466515878,1467,629,0.428766190,0.066213644,0.046762181,0.029440072,0.147915896,114.163050537,1392,0.788176988,160.668943615,414.261670180,522.211752981,0.146443113,0.115423092,0,0,1,0,0,0.000002483,0.000003150,0.000010013,0.029761711,-0.020484588,-0.999347098,0.000000002,0.000000007,0.000000012,0.878534048,-0.477651046,-0.005234921,0.000000000,0.143788951,0.023962821,0.571043943,0.005026368,118.241116161,0,0.147435431,0.116115877,161,156,5,0.109747785,47,0,0,0,0,0,1259,47,350861,709885,605411,1058,0,2717318
2250,1624181323.256176710,1624181323.356076479,2255,2254,0,0.051759298,0.088576444,1,0,0,0,1,-34.565588943,-19.506600737,-28.805326592,0.033152892,0.005207859,0.883987678,0.466304139,1450,597,0.411724138,0.057992460,0.041055792,0.026386744,0.173101726,98.291553320,1373,0.788041570,163.858413310,398.604713886,519.517949084,0.151442957,0.119343345,0,0,1,0,0,0.000002537,0.000003340,0.000009128,0.021745819,-0.036194818,-0.999108130,0.000000002,0.000000007,0.000000012,0.875093326,-0.481235509,0.051225533,0.000000000,0.146472012,0.044460429,0.537981063,0.005260813,116.456912820,0,0.148081540,0.116558441,171,154,17,0.117931034,36,0,0,0,0,0,1242,37,350928,710056,605447,1058,0,2718560
2251,1624181323.356174231,1624181323.456054449,2256,2255,0,0.044666958,0.069377101,1,0,0,0,1,-34.552020283,-19.514018384,-28.797053968,0.033786613,0.006895595,0.884060445,0.466098750,1439,560,0.389159138,0.061529188,0.045205567,0.028321653,0.136794146,111.779123425,1353,0.773578652,155.998429363,371.594722001,519.058765465,0.149045186,0.115298174,0,0,1,0,0,0.000002672,0.000003580,0.000009604,-0.005252642,-0.032929967,-0.999443859,0.000000002,0.000000008,0.000000015,0.950418980,-0.299994963,0.081894956,0.000000000,0.145090374,0.051167689,0.510870018,0.004914735,116.217096217,0,0.147871964,0.116245931,192,180,12,0.133425990,30,0,0,0,0,0,1216,31,350996,710248,605477,1058,0,2719776
2252,1624181323.456171751,1624181323.556081533,2257,2256,0,0.040418809,0.070756985,1,0,0,0,1,-34.539894367,-19.519170991,-28.799141340,0.033845691,0.006825000,0.884173343,0.465881302,1469,578,0.393464942,0.065049331,0.047290546,0.029682055,0.146381947,109.009668634,1388,0.775223767,162.839003601,373.742718602,539.428866249,0.151335875,0.117319167,0,0,1,0,0,0.000002551,0.000003733,0.000009662,-0.032803532,-0.059007532,-0.997718417,0.000000002,0.000000008,0.000000012,0.925215751,-0.376008405,0.050926343,0.000000000,0.145506474,0.052531970,0.473138068,0.005138254,115.212065729,0,0.148270876,0.116446314,191,177,14,0.130020422,39,0,0,0,0,0,1239,39,351064,710439,605516,1058,0,2721015
2253,1624181323.556169510,1624181323.656130075,2258,2257,0,0.033589672,0.063871694,1,0,0,0,1,-34.551947534,-19.528649945,-28.793756528,0.034053575,0.007785702,0.884006801,0.466167044,1490,594,0.398657718,0.065920467,0.042036800,0.028241565,0.140256035,109.361086993,1395,0.776210011,157.420052671,377.486324339,547.906588300,0.145380650,0.112845916,0,0,1,0,0,0.000002424,0.000003728,0.000009738,0.041348913,0.078145602,0.996084099,0.000000002,0.000000007,0.000000014,0.967209344,-0.253979844,0.000569587,0.000000000,0.143969796,0.053319958,0.448713812,0.005657301,114.873118761,0,0.148047749,0.116126938,172,160,12,0.115436242,50,0,0,0,0,0,1268,50,351128,710611,605566,1058,0,2722283
2254,1624181323.656167030,1624181323.756170273,2259,2258,0,0.027119841,0.053872552,1,0,0,0,1,-34.558314097,-19.539892468,-28.796949817,0.033744154,0.007888015,0.884052461,0.466101231,1500,613,0.408666667,0.061321900,0.040537953,0.026503854,0.113489526,132.323121294,1411,0.783622549,161.554031969,384.704256561,559.433128510,0.146111320,0.114496125,0,0,1,0,0,0.000002349,0.000003484,0.000010987,0.036544026,0.093905235,0.994910218,0.000000002,0.000000009,0.000000014,0.807161936,-0.589061886,0.038674331,0.000000000,0.142666207,0.057188342,0.424926623,0.005664908,115.438890370,0,0.147969480,0.116050624,194,187,7,0.129333333,44,0,0,0,0,0,1260,46,351194,710805,605610,1058,0,2723543
2255,1624181323.756164551,1624181323.856190681,2260,2259,0,0.040564709,0.075080056,1,0,0,0,1,-34.561382244,-19.541627363,-28.786777184,0.033061050,0.006820421,0.884154965,0.465972581,1542,610,0.395590143,0.066241722,0.044063798,0.029143843,0.119076498,128.071156597,1469,0.773169595,171.455521281,393.327116543,571.003497365,0.150957576,0.116715808,0,0,1,0,0,0.000002286,0.000003524,0.000011446,0.025687438,0.105951325,0.994039472,0.000000002,0.000000009,0.000000015,0.758091428,-0.651519529,0.028630245,0.000000000,0.141480476,0.056270039,0.412133864,0.005912913,116.093316900,0,0.147823492,0.115866787,170,162,8,0.110246433,49,0,0,0,0,0,1322,50,351256,710975,605659,1058,0,2724865
2256,1624181323.856162071,1624181323.956168413,2261,2260,0,0.032094307,0.068116915,1,0,0,0,1,-34.566933611,-19.544588323,-28.781537452,0.032940272,0.006161640,0.884108416,0.466078621,1550,609,0.392903226,0.064887158,0.048693526,0.028420029,0.172427188,98.732219640,1475,0.782740241,189.700809015,404.393776548,560.447269826,0.164308300,0.128610718,0,0,1,0,0,0.000002265,0.000003524,0.000009339,-0.018260880,-0.088975745,-0.995866385,0.000000002,0.000000006,0.000000010,0.769584151,-0.637835150,0.030109070,0.000000000,0.143074667,0.056500887,0.397122312,0.005919379,115.283941816,0,0.148449920,0.116309805,164,154,10,0.105806452,41,0,0,0,0,0,1344,42,351313,711139,605700,1058,0,2726209
2257,1624181323.956159592,1624181324.056173563,2262,2261,0,0.037335130,0.080251110,1,0,0,0,1,-34.583256328,-19.555714005,-28.772494831,0.032085883,0.004897511,0.884172889,0.466030914,1557,639,0.410404624,0.067477662,0.044243682,0.028863792,0.122604973,123.557518776,1483,0.785595714,158.829454196,427.097049028,579.111940054,0.136329797,0.107100104,0,0,1,0,0,0.000002353,0.000003466,0.000009912,0.036480802,0.093637343,0.994937787,0.000000002,0.000000008,0.000000014,0.782027359,-0.621281135,0.049426332,0.000000000,0.142731190,0.054845000,0.387540153,0.005984233,115.699082138,0,0.148065031,0.116044683,170,162,8,0.109184329,36,0,0,0,0,0,1351,36,351387,711309,605736,1058,0,2727560
2258,1624181324.056157351,1624181324.156126499,2263,2262,0,0.043129294,0.086630890,1,0,0,0,1,-34.595645081,-19.567600092,-28.756969512,0.031348068,0.004151269,0.884197360,0.466041944,1530,648,0.423529412,0.062966665,0.043081956,0.029675392,0.151044266,105.738379501,1463,0.783231718,174.259201639,405.680370860,565.928430840,0.152076156,0.119110869,0,0,1,0,0,0.000002345,0.000003521,0.000009150,-0.031848962,-0.076383205,-0.996569741,0.000000002,0.000000006,0.000000013,0.926911046,-0.374337227,0.026599888,0.000000000,0.143313186,0.056326706,0.387941790,0.005956815,115.354130353,0,0.148201877,0.116130470,172,166,6,0.112418301,41,0,0,0,0,0,1317,41,351445,711481,605777,1058,0,2728877
2259,1624181324.156154871,1624181324.256065845,2264,2263,0,0.063277559,0.100357291,1,0,0,0,1,-34.606860311,-19.569275038,-28.755129675,0.030321326,0.003832344,0.884358594,0.465806621,1499,636,0.424282855,0.069647091,0.051141082,0.033105236,0.164275270,110.914361107,1411,0.788536245,174.372699821,385.316962918,552.934979417,0.156721947,0.123580935,0,0,1,0,0,0.000002362,0.000003301,0.000009161,0.010143380,-0.029433203,-0.999515282,0.000000002,0.000000006,0.000000012,0.844914810,-0.534847748,0.007539898,0.000000000,0.145107168,0.056661350,0.374434181,0.006475401,115.088271707,0,0.148696796,0.116587830,161,148,13,0.107404937,56,0,0,0,0,0,1282,56,351503,711642,605833,1058,0,2730159
2260,1624181324.256152391,1624181324.356015205,2265,2264,0,0.060564116,0.124666662,1,0,0,0,1,-34.625322032,-19.580462191,-28.760162996,0.028192437,0.002552803,0.884550928,0.465583855,1499,645,0.430286858,0.064909452,0.046458304,0.030317158,0.134485702,127.683370242,1402,0.788175741,157.952155257,413.079449471,533.990784177,0.142940231,0.112662022,0,0,1,0,0,0.000002346,0.000003086,0.000010369,0.042835436,-0.028667306,-0.998670772,0.000000002,0.000000007,0.000000014,0.926025586,-0.377412335,-0.006045161,0.000000000,0.143670962,0.053444378,0.381349624,0.007102298,115.823695972,0,0.148151021,0.116179334,200,188,12,0.133422282,48,0,0,0,0,0,1251,48,351562,711842,605881,1058,0,2731410
2261,1624181324.356149912,1624181324.456105947,2266,2265,0,0.044631850,0.081797811,1,0,0,0,1,-34.638576549,-19.594878821,-28.774827106,0.026633845,0.001673458,0.884874569,0.465064334,1483,675,0.455158463,0.060877380,0.043940659,0.030046982,0.123311281,128.710076991,1404,0.788043785,146.293702791,411.993573527,548.126197890,0.132223356,0.104197794,0,0,1,0,0,0.000002379,0.000003046,0.000011232,0.048048616,-0.054388543,-0.997363132,0.000000002,0.000000009,0.000000016,0.837908956,-0.545775582,0.006131456,0.000000000,0.141477667,0.056731189,0.384412064,0.008012478,116.787743395,0,0.146872621,0.115247990,172,167,5,0.115981119,39,0,0,0,0,0,1271,40,351619,712014,605920,1058,0,2732681
2262,1624181324.456147432,1624181324.556046247,2267,2266,0,0.042668868,0.077654875,1,0,0,0,1,-34.647205319,-19.601403990,-28.791860143,0.024702356,0.000115055,0.884959101,0.465013086,1480,659,0.445270270,0.061516443,0.045826015,0.030215216,0.112071580,126.953625767,1406,0.787461025,146.151704696,416.279661782,544.738834651,0.132004731,0.103948581,0,0,1,0,0,0.000002398,0.000003089,0.000011633,0.003642132,-0.075599954,-0.997131577,0.000000002,0.000000009,0.000000016,0.803067541,-0.595888009,0.000076235,0.000000000,0.139534717,0.057868642,0.378651085,0.007889161,117.717687526,0,0.145986184,0.114546873,208,197,11,0.140540541,41,0,0,0,0,0,1231,41,351685,712222,605961,1058,0,2733912
2263,1624181324.556145191,1624181324.656042337,2268,2267,0,0.043289340,0.081094183,1,0,0,0,1,-34.659883759,-19.607012916,-28.798059870,0.025651574,0.001037995,0.884970752,0.464938369,1473,663,0.450101833,0.058267453,0.044120977,0.028037555,0.109619243,131.316462843,1381,0.785528780,137.825879095,410.992777111,535.996588851,0.127050094,0.099801505,0,0,1,0,0,0.000002361,0.000003145,0.000012334,0.017257586,-0.087024374,-0.996056692,0.000000002,0.000000010,0.000000015,0.719297288,-0.694476548,-0.017712604,0.000000000,0.136360686,0.062460151,0.364250916,0.007844322,118.561634105,0,0.144893207,0.113647841,147,142,5,0.099796334,34,0,0,0,0,0,1290,36,351728,712369,605995,1058,0,2735202
