frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1755,1624181273.757381439,1624181273.857192993,1760,1759,0,1,1,1,1,-52.795937718,3.957645209,-23.465497605,0.011518773,0.007139632,0.084346746,0.996344303,1319,482,0.365428355,0.274516267,0.211303413,0.125696144,0.256191918,112.345945520,1083,0.851414914,175.694447235,296.561856636,449.826047536,0.190540950,0.162229406,0,1.000000000,1.000000000,1.000000000,0.000002526,0.000004976,0.000016734,0.111448651,-0.081539981,-0.990419320,0.000000004,0.000000006,0.000000011,0.669478530,0.740979375,-0.052421974,1.000000000,0.250762696,0.096564358,10.347921408,0.031826872,115.420690398,20,112,95,17,0.084912813,299,622,0,0,50,79,206,1001,285443,591003,345326,4,0,2382620
1756,1624181273.857378960,1624181273.957212448,1761,1760,0,1,1,1,1,-52.290752861,4.137938250,-23.500073304,0.009811597,0.012151882,0.084414451,0.996308318,1303,479,0.367613200,0.225265222,0.147041634,0.117322298,0.163385075,121.251209637,1084,0.859903231,160.703408989,293.387172466,478.044521311,0.172403559,0.148250377,0,1.000000000,1.000000000,1.000000000,0.000002775,0.000004933,0.000018490,0.119158732,-0.124793504,-0.985001410,0.000000005,0.000000007,0.000000015,0.475529390,0.877146030,-0.066982402,1.000000000,0.242523559,0.099487895,10.363648508,0.028626442,115.426107428,20,139,109,30,0.106676899,236,617,0,0,50,65,245,919,285550,591142,346244,4,0,2382865
1757,1624181273.957376480,1624181274.057188749,1762,1761,0,1,1,1,1,-51.885309858,4.230163269,-23.656181845,0.001191209,0.027748514,0.085154884,0.995980545,1273,446,0.350353496,0.260113736,0.200032096,0.132926191,0.215416010,130.529066003,1055,0.854855996,179.125062640,300.177009475,422.571003943,0.198614492,0.169786789,0,1.000000000,1.000000000,1.000000000,0.000002647,0.000005400,0.000020582,0.112849518,-0.101160498,-0.988449058,0.000000005,0.000000006,0.000000015,0.825055366,0.563727657,-0.038662281,1.000000000,0.237659202,0.096713929,10.328123357,0.027907398,115.959505779,20,123,96,27,0.096622152,262,648,0,0,50,56,184,966,285640,591265,347210,4,0,2383049
1758,1624181274.057374001,1624181274.157188177,1763,1762,0,1,1,1,1,-51.448559707,4.323906606,-23.846322507,-0.007949196,0.038323282,0.085941596,0.995531104,1283,451,0.351519875,0.276660434,0.216242270,0.139319542,0.268300763,113.521860029,1058,0.854553612,188.105380583,287.520917877,428.491423502,0.208054080,0.177793365,0,1.000000000,1.000000000,1.000000000,0.000002641,0.000005735,0.000020034,0.103517807,-0.114119644,-0.988059093,0.000000005,0.000000006,0.000000013,0.706597691,0.705076350,0.059891923,1.000000000,0.234850254,0.094506416,10.322655999,0.028652175,114.135791198,20,109,83,26,0.084957132,269,606,0,0,50,83,216,958,285726,591374,348168,4,0,2383265
1759,1624181274.157371521,1624181274.257246733,1764,1763,0,1,1,1,1,-50.953435998,4.461726537,-23.985919509,-0.014228940,0.049768225,0.085945014,0.994954328,1230,409,0.332520325,0.269596455,0.198638015,0.141909508,0.257551423,160.676829273,1015,0.853527858,178.634046454,295.972044077,391.724685170,0.206196122,0.175994134,0,1.000000000,1.000000000,1.000000000,0.000002673,0.000005734,0.000023136,0.082808378,-0.112755878,-0.990166089,0.000000005,0.000000006,0.000000015,0.852816166,0.519744748,-0.050695010,1.000000000,0.232359512,0.095359270,10.339889977,0.029106819,115.488976273,20,115,88,27,0.093495935,233,623,0,0,50,66,193,922,285815,591489,349090,4,0,2383458
1760,1624181274.257369280,1624181274.357358932,1765,1764,0,1,1,1,1,-50.436160901,4.664015873,-24.057277058,-0.025026540,0.056307913,0.087529051,0.994254372,1210,395,0.326446281,0.265537164,0.183808560,0.125517017,0.224876697,122.487560465,956,0.846255079,167.571099201,265.155585145,376.293170942,0.207128537,0.175283577,0,1.000000000,1.000000000,1.000000000,0.000002771,0.000005598,0.000024213,0.078202187,-0.114669214,-0.990320852,0.000000005,0.000000006,0.000000017,0.750344297,0.660314620,0.031113327,1.000000000,0.226775249,0.095352226,10.364549539,0.029939267,115.447354936,20,99,74,25,0.081818182,229,573,0,0,50,97,212,899,285884,591588,349989,4,0,2383670
1761,1624181274.357366800,1624181274.457375765,1766,1765,0,1,1,1,1,-49.895531902,4.787409852,-24.205132927,-0.039051702,0.066358794,0.089021187,0.993049195,1295,434,0.335135135,0.228426636,0.150679684,0.111737568,0.257621147,143.016883362,1003,0.857796937,170.336751716,305.060718930,384.972856879,0.197980737,0.169827270,0,1.000000000,1.000000000,1.000000000,0.000002666,0.000005088,0.000024089,0.080163720,-0.138710634,-0.987083146,0.000000004,0.000000005,0.000000017,0.785459720,0.618052557,0.032620018,1.000000000,0.226795257,0.091326774,10.378298892,0.026806353,116.826736443,20,129,105,24,0.099613900,236,615,0,0,50,119,196,970,285972,591717,350959,4,0,2383866
1762,1624181274.457364321,1624181274.557257175,1767,1766,0,1,1,1,1,-49.394368651,4.917237591,-24.334542861,-0.050480453,0.074354161,0.090754288,0.991809882,1301,403,0.309761722,0.263039676,0.205803911,0.151515724,0.315923123,115.471211045,1016,0.840823981,188.244296992,301.298881266,364.733986193,0.220355061,0.185279820,0,1.000000000,1.000000000,1.000000000,0.000002738,0.000005488,0.000020505,0.081747851,-0.150123182,-0.985281848,0.000000004,0.000000006,0.000000014,0.812919782,0.544550933,0.206459949,1.000000000,0.232338131,0.083931826,10.348895954,0.027033399,116.899263839,20,108,79,29,0.083013067,227,644,0,0,50,108,213,980,286048,591825,351938,4,0,2384079
1763,1624181274.557361841,1624181274.657269239,1768,1767,0,1,1,1,1,-48.957359515,5.076134282,-24.404981585,-0.057292615,0.081434752,0.090930061,0.990867126,1247,365,0.292702486,0.253372202,0.196395029,0.133570221,0.278464447,110.319935380,942,0.843555347,185.957492337,272.525168338,336.146476584,0.234017963,0.197407104,0,1.000000000,1.000000000,1.000000000,0.000003054,0.000005981,0.000020097,0.060696835,-0.104144800,-0.992708293,0.000000007,0.000000007,0.000000015,0.890366002,0.445637410,0.093035914,1.000000000,0.231401172,0.081236687,10.221746233,0.023778449,115.852752663,20,101,69,32,0.080994387,214,648,0,0,50,108,176,970,286130,591926,352908,4,0,2384255
1764,1624181274.657359362,1624181274.757202625,1769,1768,0,1,1,1,1,-48.544526706,5.245186327,-24.554716195,-0.054815140,0.083788225,0.092305064,0.990683910,1296,374,0.288580247,0.261698354,0.202766037,0.155770679,0.303060185,112.921454749,962,0.843814011,181.981544305,287.512806460,342.254727356,0.224184479,0.189170004,0,1.000000000,1.000000000,1.000000000,0.000003171,0.000006090,0.000019736,0.056301497,-0.123504555,-0.990745561,0.000000006,0.000000008,0.000000017,0.893479820,0.428109260,0.135706567,1.000000000,0.236889359,0.082021691,10.094830766,0.026606121,114.979172809,20,122,94,28,0.094135802,210,665,0,0,50,133,163,1011,286220,592048,353916,4,0,2384418
1765,1624181274.757357121,1624181274.857242107,1770,1769,0,1,1,1,1,-48.092493958,5.451865121,-24.703976061,-0.032049475,0.077682131,0.090940291,0.992304480,1296,356,0.274691358,0.294964563,0.245631502,0.159456539,0.227925893,126.187813043,910,0.839622569,167.873544773,253.699253230,342.483739927,0.219713511,0.184476423,0,1.000000000,1.000000000,1.000000000,0.000003267,0.000006255,0.000022055,0.036298053,-0.153342728,-0.987506182,0.000000006,0.000000015,0.000000032,0.991597514,-0.056271949,0.116481064,1.000000000,0.236719863,0.091809827,10.018489551,0.026931330,114.571592278,20,87,60,27,0.067129630,241,623,0,0,50,186,159,1050,286294,592135,354966,4,0,2384577
1766,1624181274.857354641,1624181274.957269669,1771,1770,0,1,1,1,1,-47.607591820,5.659191660,-24.924300472,-0.009194786,0.059113581,0.092305853,0.993931924,1201,353,0.293921732,0.291838555,0.243155520,0.119672674,0.264599062,114.939015860,852,0.857355386,150.266584160,255.643806602,324.556398293,0.205713095,0.176369230,0,1.000000000,1.000000000,1.000000000,0.000003294,0.000006820,0.000021721,0.027614557,-0.165910725,-0.985754060,0.000000006,0.000000015,0.000000026,0.927130438,-0.343031444,0.150859468,1.000000000,0.241248517,0.098786543,9.986101541,0.027866897,114.760161036,20,94,72,22,0.078268110,241,584,0,0,50,150,131,976,286374,592229,355941,4,0,2384708
1767,1624181274.957352161,1624181275.057284832,1772,1771,0,1,1,1,1,-47.109930710,5.800926095,-25.068126970,0.009000577,0.039467988,0.087028054,0.995383034,1156,386,0.333910035,0.273567265,0.224748402,0.136408474,0.168334336,142.246335431,865,0.863472873,123.192494956,284.323722013,339.387818285,0.164937514,0.142419069,0,1.000000000,1.000000000,1.000000000,0.000003504,0.000005874,0.000023946,0.036321143,-0.148646325,-0.988223175,0.000000005,0.000000018,0.000000022,-0.558763575,0.825332818,-0.081295799,1.000000000,0.240107489,0.098456749,9.932232366,0.036301207,116.645432580,20,116,88,28,0.100346021,252,553,0,0,50,119,114,926,286469,592345,356865,4,0,2384822
1768,1624181275.057349682,1624181275.157333136,1773,1772,0,1,1,1,1,-46.643503758,5.871759371,-25.252513461,0.021977603,0.016419119,0.084753073,0.996024254,1194,441,0.369346734,0.282068586,0.222967656,0.159001597,0.152900415,147.992503837,885,0.882304579,115.347851326,285.678947972,379.812753088,0.147722859,0.130336555,0,1.000000000,1.000000000,1.000000000,0.000003307,0.000005793,0.000025722,0.049171632,-0.141672524,-0.988691583,0.000000004,0.000000016,0.000000020,0.998917278,0.015170041,0.043978876,1.000000000,0.237074972,0.093293585,9.843738615,0.039379797,119.212126139,20,124,100,24,0.103852596,273,516,0,0,50,134,145,925,286558,592469,357788,4,0,2384967
1769,1624181275.157347202,1624181275.257346630,1774,1773,0,1,1,1,1,-46.216219979,5.861630020,-25.375566738,0.034086868,-0.006104735,0.083638242,0.995894303,1281,495,0.386416862,0.236516052,0.155039769,0.111438933,0.135776395,142.601677539,1035,0.884655949,139.553051670,322.789510065,453.276345877,0.152413903,0.134833866,0,1.000000000,1.000000000,1.000000000,0.000002915,0.000005278,0.000025275,0.087246179,-0.075883065,-0.993292437,0.000000004,0.000000015,0.000000017,0.831132105,-0.556031619,0.006947139,1.000000000,0.232391173,0.086516112,9.707007541,0.042149005,121.371818326,20,146,116,30,0.113973458,253,590,0,0,50,82,209,926,286667,592615,358713,4,0,2385176
1770,1624181275.257344961,1624181275.357376814,1775,1774,0,1,1,1,1,-45.847289690,5.794908184,-25.505697288,0.041406035,-0.027314018,0.081655842,0.995425441,1345,549,0.408178439,0.258896864,0.207198054,0.135880247,0.169239183,124.368949718,1061,0.880831329,145.084994591,317.976983873,471.500061548,0.155243834,0.136743633,0,1.000000000,1.000000000,1.000000000,0.000002675,0.000004457,0.000022091,0.106798540,-0.059404663,-0.992504488,0.000000004,0.000000010,0.000000013,0.525485326,-0.844414523,0.104063851,1.000000000,0.229923218,0.083434416,9.545378252,0.045092414,122.869059047,20,129,107,22,0.095910781,331,570,0,0,50,116,197,1019,286760,592744,359730,4,0,2385373
1771,1624181275.357342482,1624181275.457261086,1776,1775,0,1,1,1,1,-45.495674576,5.688609907,-25.686468032,0.044039056,-0.046353653,0.081511821,0.994619386,1469,540,0.367597005,0.261097033,0.207353219,0.124675829,0.179794544,137.461414186,1147,0.875348537,186.237100895,327.834715851,489.952954976,0.185490544,0.162368876,0,1.000000000,1.000000000,1.000000000,0.000002479,0.000004745,0.000021771,0.132232356,-0.057370730,-0.989557074,0.000000004,0.000000009,0.000000013,0.819165331,0.569622874,-0.067066700,1.000000000,0.225275752,0.077398539,9.443793167,0.045946958,125.027054548,20,113,84,29,0.076923077,307,665,0,0,50,135,247,1109,286847,592857,360837,4,0,2385620
1772,1624181275.457340002,1624181275.557141304,1776,1776,0,1,1,1,1,-45.258419384,5.551724123,-25.892135152,0.044988474,-0.054818961,0.082073032,0.994100063,1683,614,0.364824718,0.266853394,0.204481088,0.118347716,0.198349422,137.518832650,1324,0.875860874,208.323369220,379.051213982,572.265213637,0.179644895,0.157343934,0,1.000000000,1.000000000,1.000000000,0.000002221,0.000004439,0.000021054,0.139346819,-0.061557243,-0.988328473,0.000000004,0.000000007,0.000000011,0.752562644,0.650391311,-0.103153330,1.000000000,0.220760913,0.077183953,9.231356836,0.046284773,127.330495748,20,129,96,33,0.076648841,386,792,0,0,50,143,231,1323,286947,592986,362158,4,0,2385851
1773,1624181275.657335043,1624181275.757150173,1777,1777,0,1,1,1,1,-44.710918017,5.366385568,-26.275418466,0.047829700,-0.061358341,0.084022871,0.993422182,1780,622,0.349438202,0.275719820,0.225884624,0.139205433,0.245865284,112.513969535,1382,0.879639075,245.129530675,386.651826349,583.879844078,0.201642966,0.177373032,0,1.000000000,1.000000000,1.000000000,0.000002730,0.000005830,0.000020831,0.169910847,-0.052455259,-0.984062371,0.000000004,0.000000006,0.000000013,0.737781564,0.654572905,-0.164962653,1.000000000,0.222863987,0.069058924,9.483384675,0.049207542,127.139282496,20,123,91,32,0.069101124,376,852,0,0,50,184,245,1412,287047,593109,363570,4,0,2386096
1774,1624181275.857330322,1624181275.957173824,1779,1778,0,1,1,1,1,-43.932220399,5.289978218,-26.907572818,0.046827383,-0.060155474,0.085019911,0.993458670,1777,606,0.341024198,0.254946741,0.199872567,0.129852306,0.185703341,104.365995263,1361,0.864633005,206.585250089,388.226360310,581.953909476,0.175553453,0.151789309,0,1.000000000,1.000000000,1.000000000,0.000003247,0.000006182,0.000020207,0.181462111,-0.061984412,-0.981442528,0.000000004,0.000000006,0.000000015,0.646100399,0.745907111,-0.161792632,1.000000000,0.223463933,0.067681184,10.035196558,0.050382937,126.636923126,20,134,113,21,0.075407991,344,846,0,0,50,199,252,1391,287159,593243,364959,4,0,2386348
1775,1624181275.957327843,1624181276.057201385,1780,1779,0,1,1,1,1,-43.476661662,5.317034512,-27.229118471,0.045832451,-0.055935653,0.085238688,0.993732839,1690,628,0.371597633,0.233384248,0.163184510,0.116442188,0.230088625,105.893017323,1301,0.874480234,208.997009551,365.081056956,563.620718295,0.183701532,0.160643359,0,1.000000000,1.000000000,1.000000000,0.000002462,0.000004982,0.000015791,0.179739168,-0.081267456,-0.980351688,0.000000004,0.000000005,0.000000013,0.786259249,0.617574457,-0.019954535,1.000000000,0.222158768,0.071965253,10.055953319,0.050977891,126.314276716,20,176,144,32,0.104142012,349,747,0,0,50,187,227,1287,287276,593419,366242,4,0,2386575
1776,1624181276.057325363,1624181276.157178640,1780,1780,0,1,1,1,1,-43.026499676,5.325156836,-27.528974300,0.044859695,-0.052794675,0.085605808,0.993917489,1587,560,0.352867045,0.244022459,0.171555112,0.123666359,0.212005926,106.475042883,1254,0.870443214,212.992202007,367.003723605,511.539864525,0.195130754,0.169850241,0,1.000000000,1.000000000,1.000000000,0.000002363,0.000004735,0.000015511,0.169902188,-0.077291413,-0.982425205,0.000000005,0.000000006,0.000000011,0.735343990,0.671086394,-0.094404815,1.000000000,0.224589811,0.066287690,10.152762945,0.050544663,125.575468379,20,141,114,27,0.088846881,304,747,0,0,50,149,245,1201,287389,593560,367442,4,0,2386820
1777,1624181276.157322884,1624181276.257180214,1782,1781,0,1,1,1,1,-42.487267045,5.358162211,-27.789073736,0.042212069,-0.049689864,0.084804903,0.994262132,1669,604,0.361893349,0.235065037,0.152483111,0.116845200,0.204088703,114.393933291,1341,0.871844853,202.436125096,400.480192445,566.227630309,0.173149017,0.150959079,0,1.000000000,1.000000000,1.000000000,0.000002287,0.000004610,0.000015230,0.162618826,-0.058626086,-0.984945734,0.000000004,0.000000006,0.000000012,0.777484550,0.615080316,-0.131125812,1.000000000,0.224023446,0.070457891,10.266875710,0.050591405,124.768711743,20,159,119,40,0.095266627,327,789,0,0,50,137,255,1255,287505,593719,368695,4,0,2387075
1778,1624181276.257320404,1624181276.357284307,1783,1782,0,1,1,1,1,-41.914686032,5.383076277,-28.021799291,0.040760987,-0.048804011,0.085184185,0.994334132,1670,611,0.365868263,0.227269790,0.147579650,0.112522723,0.179725817,109.419425543,1341,0.874324470,202.310552795,401.461302330,568.697258873,0.172550859,0.150865438,0,1.000000000,1.000000000,1.000000000,0.000002314,0.000004469,0.000015617,0.165419516,-0.075654905,-0.983317202,0.000000004,0.000000006,0.000000011,0.653796416,0.743952612,-0.138147592,1.000000000,0.219594698,0.075239916,10.352878938,0.051014622,124.563590019,20,166,135,31,0.099401198,305,798,2,0,50,131,268,1236,287624,593885,369929,6,0,2387343
1779,1624181276.357318163,1624181276.457341671,1784,1783,0,1,1,1,1,-41.352214668,5.472404093,-28.223523365,0.040457757,-0.045628391,0.084869102,0.994524236,1621,632,0.389882788,0.227358749,0.147743395,0.107286241,0.201489216,109.010649533,1284,0.879770084,187.148468320,386.249965217,556.226354537,0.165673125,0.145754259,0,1.000000000,1.000000000,1.000000000,0.000002206,0.000004403,0.000015848,0.166886680,-0.079561619,-0.982760797,0.000000005,0.000000006,0.000000014,0.799625794,0.597173645,-0.063104897,1.000000000,0.216791588,0.079712964,10.397081527,0.049490609,121.980281032,20,163,136,27,0.100555213,328,737,0,0,50,125,267,1191,287746,594048,371119,6,0,2387610
1780,1624181276.457315683,1624181276.557363510,1785,1784,0,1,1,1,1,-40.841520039,5.583492339,-28.395350034,0.036751964,-0.041252261,0.083941503,0.994937871,1596,624,0.390977444,0.229704231,0.149672027,0.112138569,0.213449181,101.481035076,1279,0.874762904,203.286656946,387.535079133,528.000018449,0.181697090,0.158941874,0,1.000000000,1.000000000,1.000000000,0.000002304,0.000004189,0.000015241,0.180649491,-0.075500597,-0.980645411,0.000000005,0.000000006,0.000000012,0.731805076,0.680389636,-0.039131492,1.000000000,0.216220212,0.083061944,10.373334520,0.049867019,120.929954762,20,167,139,28,0.104636591,312,727,0,0,50,119,267,1162,287861,594215,372277,6,0,2387877
1781,1624181276.557313204,1624181276.657312870,1786,1785,0,1,1,1,1,-40.307646482,5.636453130,-28.563097579,0.031073650,-0.037177461,0.084961486,0.995205411,1585,675,0.425867508,0.222431897,0.138173877,0.101943778,0.201795958,108.145305259,1287,0.886039226,204.480633559,393.717171977,542.134678326,0.179316679,0.158881611,0,1.000000000,1.000000000,1.000000000,0.000002229,0.000003871,0.000014874,0.185978142,-0.077963424,-0.979455887,0.000000004,0.000000005,0.000000013,0.730108227,0.679856361,-0.068828088,1.000000000,0.213428953,0.084778189,10.401806779,0.051190949,119.186375857,20,173,153,20,0.109148265,342,692,0,0,50,92,285,1127,287972,594388,373403,6,0,2388162
1782,1624181276.657310724,1624181276.757175446,1787,1786,0,1,1,1,1,-39.778413991,5.712031618,-28.664646094,0.029319891,-0.030301964,0.084879243,0.995498694,1669,633,0.379269023,0.228566280,0.157483985,0.110785109,0.216197767,94.022420869,1368,0.871580670,207.965812160,406.369926379,577.986617347,0.174420794,0.152021793,0,1.000000000,1.000000000,1.000000000,0.000002322,0.000003970,0.000013766,0.165779427,-0.096844195,-0.981396140,0.000000004,0.000000005,0.000000013,0.689893654,0.709488120,-0.143782315,1.000000000,0.208442685,0.087852086,10.475662859,0.050201506,118.113936348,20,157,134,23,0.094068304,334,796,0,0,50,113,266,1246,288078,594545,374646,6,0,2388428
1783,1624181276.757308245,1624181276.857157469,1788,1787,0,1,1,1,1,-39.236327709,5.790572197,-28.804833383,0.025054121,-0.024992597,0.085116294,0.995742375,1532,632,0.412532637,0.212179650,0.131882811,0.101852402,0.185304130,98.170652699,1240,0.881356968,190.045018222,386.354693617,516.482927868,0.173893345,0.153262111,0,1.000000000,1.000000000,1.000000000,0.000002380,0.000004116,0.000014077,0.158400358,-0.098739174,-0.982425520,0.000000005,0.000000006,0.000000013,0.765452312,0.640010208,-0.066855750,1.000000000,0.203784669,0.095388620,10.570500697,0.048077570,117.506472214,20,163,138,25,0.106396867,295,698,0,0,50,72,303,1066,288193,594708,375711,6,0,2388731
