frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_measurement_noise_scale,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1424,1624181239.058225870,1624181239.158203840,1429,1428,0,0.062381956,0.104457942,1,0,0,0,1,-25.559868108,-3.321825723,-30.719287121,0.028294023,0.011041941,0.999470479,-0.011674146,1412,563,0.398725212,0.076211729,0.054253054,0.035066988,0.211307309,118.569866912,1318,0.782386418,172.126507625,402.818427343,456.240363600,0.166921026,0.130596743,0,0,0,1.000000000,1,0,0,0.000002506,0.000003857,0.000012001,0.061767116,-0.091422223,-0.993894763,0.000000003,0.000000009,0.000000013,0.506506302,0.862231907,0.002739322,0.050000000,0.187650594,0.264133308,5.051350348,0.013970906,136.026946009,0,0.162730319,0.128607685,276,255,21,0.195467422,59,0,0,0,0,0,1076,60,252491,528209,170146,29,0,2155328
1425,1624181239.158223391,1624181239.258248091,1430,1429,0,0.104154891,0.127427593,1,0,0,0,1,-25.721803663,-3.337421368,-30.691562787,0.032129526,0.009865589,0.999361863,-0.012092570,1415,550,0.388692580,0.078828967,0.057627282,0.039388521,0.186527056,120.241337626,1324,0.775903878,169.155924989,401.013335448,457.127474013,0.164661212,0.127761273,0,0,0,1.000000000,1,0,0,0.000002564,0.000003983,0.000012606,0.054193809,-0.072144270,-0.995920798,0.000000003,0.000000009,0.000000015,0.247198841,0.968271637,-0.036643819,0.050000000,0.183639715,0.270185363,4.839486089,0.013719536,138.285667436,0,0.160306726,0.126975657,276,254,22,0.195053004,68,0,0,0,0,0,1071,68,252613,528485,170214,29,0,2156399
1426,1624181239.258220911,1624181239.358221054,1431,1430,0,0.095570289,0.130242888,1,0,0,0,1,-25.897260399,-3.338360155,-30.681815416,0.035658068,0.011711091,0.999222836,-0.012044781,1441,557,0.386537127,0.076758194,0.053782817,0.034508844,0.205466108,117.294523833,1348,0.777864578,167.775520169,412.251308705,468.534622790,0.160005424,0.124462552,0,0,0,1.000000000,1,0,0,0.000002562,0.000003989,0.000012601,0.053900450,-0.078422063,-0.995462064,0.000000003,0.000000009,0.000000013,0.276089554,0.961112727,-0.006073256,0.050000000,0.175567580,0.274065459,4.660272013,0.012370131,140.318320511,0,0.156891015,0.124552263,275,250,25,0.190839695,68,0,0,0,0,0,1098,68,252739,528760,170282,29,0,2157497
1427,1624181239.358218431,1624181239.458172798,1432,1431,0,0.143602970,0.199439565,1,0,0,0,1,-26.075597051,-3.343518193,-30.649596674,0.042191517,0.010989225,0.998976075,-0.012079490,1491,602,0.403755869,0.080301966,0.054347788,0.035504090,0.148862473,126.955549523,1390,0.776656005,161.900968935,425.751660212,491.899217811,0.149970536,0.116475517,0,0,0,1.000000000,1,0,0,0.000002528,0.000003776,0.000012335,0.022481278,-0.114522395,-0.993166257,0.000000002,0.000000010,0.000000015,0.069222970,-0.997189240,-0.028667051,0.050000000,0.170290938,0.282421010,4.510283386,0.011869512,142.506380321,0,0.153735284,0.122216345,311,286,25,0.208584842,66,0,0,0,0,0,1113,67,252894,529071,170348,29,0,2158610
1428,1624181239.458216190,1624181239.558109999,1433,1432,0,0.245332531,0.347487931,1,0,0,0,1,-26.257661499,-3.327095746,-30.596656653,0.050758610,0.010470127,0.998584257,-0.011975902,1492,568,0.380697051,0.082229102,0.056615480,0.034475641,0.210673124,114.412690278,1372,0.772133866,179.370720228,407.997915376,471.999028312,0.169318667,0.130736677,0,0,0,1.000000000,1,0,0,0.000002583,0.000003716,0.000011290,0.036916957,-0.092203135,-0.995055637,0.000000002,0.000000010,0.000000013,0.592617884,0.804799319,-0.033197884,0.050000000,0.169978555,0.280161264,4.366197201,0.010075069,144.156366791,0,0.151658813,0.120372806,304,283,21,0.203753351,74,0,0,0,0,0,1112,76,253041,529375,170422,29,0,2159722
1429,1624181239.558213711,1624181239.658110619,1434,1433,0,0.378669761,0.456080544,1,0,0,0,1,-26.444059271,-3.345506567,-30.568239058,0.063894672,0.012492233,0.997804940,-0.012112645,1536,618,0.402343750,0.100406321,0.062955105,0.040271532,0.202309033,102.069104300,1430,0.783192817,180.800906176,435.479342213,503.685479726,0.161434320,0.126434200,0,0,0,1.000000000,1,0,0,0.000002453,0.000003476,0.000009322,0.013287891,-0.059280386,-0.998152928,0.000000002,0.000000006,0.000000012,0.182937375,0.982837443,0.023758727,0.050000000,0.171030098,0.274410113,4.175352577,0.010246266,143.942561666,0,0.151199046,0.119903396,332,304,28,0.216145833,97,0,0,0,0,0,1106,98,253210,529707,170519,29,0,2160828
1430,1624181239.658211231,1624181239.758070469,1435,1434,0,0.378411292,0.439553905,1,0,0,0,1,-26.646415408,-3.353283713,-30.543577656,0.078377243,0.013175154,0.996769254,-0.011596427,1591,552,0.346951603,0.092388868,0.064410544,0.040582214,0.213495264,100.802909856,1474,0.759023630,199.543926161,405.579518686,513.677385994,0.178355182,0.135375798,0,0,0,1.000000000,1,0,0,0.000002649,0.000003491,0.000009073,0.046769187,0.129229450,0.990511177,0.000000002,0.000000008,0.000000014,-0.112727537,-0.993389389,0.021680020,0.050000000,0.173906657,0.264044761,3.917116001,0.011414441,141.118035139,0,0.152193450,0.120174223,345,318,27,0.216844752,82,0,0,0,0,0,1164,82,253372,530052,170601,29,0,2161992
1431,1624181239.758208752,1624181239.858090878,1436,1435,0,0.260489548,0.335434768,1,0,0,0,1,-26.849556980,-3.331402971,-30.493273482,0.093031608,0.012983658,0.995516780,-0.011085334,1653,528,0.319419238,0.088238568,0.063903478,0.039721588,0.186332904,110.627467163,1514,0.757656262,208.347330262,438.107561808,500.636688646,0.181630947,0.137613824,0,0,0,1.000000000,1,0,0,0.000002719,0.000003510,0.000009983,0.094038014,0.178954027,0.979353005,0.000000002,0.000000010,0.000000015,-0.086319367,0.995301293,0.043866882,0.000000000,0.174624501,0.162279275,3.724678654,0.012413167,137.345082946,0,0.152929198,0.120347069,383,351,32,0.231699940,78,0,0,0,0,0,1190,80,253570,530435,170679,29,0,2163182
1432,1624181239.858206272,1624181239.958136320,1437,1436,0,0.145861508,0.238839917,1,0,0,0,1,-27.034882932,-3.314379223,-30.449085366,0.104511352,0.014312298,0.994361552,-0.010846132,1739,584,0.335825187,0.097501487,0.071462541,0.043987564,0.196222735,102.397262699,1590,0.763331330,228.587428031,446.328569020,538.780817044,0.188339811,0.143765678,0,0,0,1.000000000,1,0,0,0.000002708,0.000003321,0.000010061,0.167917304,0.164890442,0.971913021,0.000000002,0.000000008,0.000000015,0.101802907,-0.994791529,0.005097343,0.000000000,0.178575742,0.145689762,3.641913140,0.013317622,134.654439123,0,0.155002619,0.121679922,454,413,41,0.261069580,98,0,0,0,0,0,1187,98,253822,530889,170777,29,0,2164369
1433,1624181239.958204031,1624181240.058214188,1438,1437,0,0.047980753,0.104550399,1,0,0,0,1,-27.254044783,-3.310478708,-30.399731660,0.111755555,0.013780508,0.993573077,-0.011547073,1790,588,0.328491620,0.108299313,0.081164028,0.052610463,0.252626738,90.037528349,1617,0.765687911,244.622222939,445.151529439,548.343598927,0.197575959,0.151281523,0,0,0,1.000000000,1,0,0,0.000002806,0.000003315,0.000008292,0.182569854,0.155432768,0.970828977,0.000000002,0.000000007,0.000000011,0.414543148,-0.906131581,-0.084139977,0.000000000,0.185199175,0.144978234,3.612863033,0.013719584,131.210802871,0,0.158786378,0.124306058,497,440,57,0.277653631,102,0,0,0,0,0,1189,104,254074,531386,170879,29,0,2165558
1434,1624181240.058201551,1624181240.158263683,1438,1438,0,0.044690780,0.084309195,1,0,0,0,1,-27.498499768,-3.310756323,-30.373852894,0.115050940,0.013840174,0.993196369,-0.011519731,1775,566,0.318873239,0.104339798,0.066876505,0.044651938,0.223240088,91.648222148,1606,0.753652987,238.290972070,437.152795691,534.922928707,0.196875024,0.148375450,0,0,0,1.000000000,1,0,0,0.000002845,0.000003181,0.000008387,0.194537922,0.131261336,0.972072764,0.000000002,0.000000008,0.000000011,0.270787040,-0.962243293,-0.027608409,0.000000000,0.188052777,0.127503725,3.665233056,0.012448670,127.016672662,0,0.161241108,0.125749645,474,431,43,0.267042254,116,0,0,0,0,0,1182,119,254326,531860,170995,29,0,2166740
1435,1624181240.258196592,1624181240.358155251,1440,1439,0,0.119466194,0.271978510,1,0,0,0,1,-28.029810904,-3.300848829,-30.270836142,0.109151847,0.014557267,0.993855762,-0.011166225,1752,569,0.324771689,0.102254132,0.070953114,0.045689712,0.249049375,80.693366904,1598,0.750718444,229.399291362,469.289469191,500.959312864,0.191222156,0.143554000,0,0,0,1.000000000,1,0,0,0.000003595,0.000004351,0.000010240,0.221071641,0.105237443,0.969563000,0.000000002,0.000000008,0.000000014,0.129887032,-0.991528106,-0.001172444,0.000000000,0.193690539,0.130331276,3.979156493,0.011848631,122.562257198,0,0.164029377,0.127447061,437,401,36,0.249429224,109,0,0,0,0,0,1205,110,254526,532297,171104,29,0,2167945
1436,1624181240.358194113,1624181240.458175182,1441,1440,0,0.332921795,0.409971545,1,0,0,0,1,-28.327913872,-3.304180358,-30.214461884,0.100433606,0.018213958,0.994709078,-0.011627225,1801,580,0.322043309,0.111942159,0.078668587,0.047835550,0.255867646,78.052695159,1636,0.752536021,233.760876549,457.144219657,540.243833460,0.189872136,0.142885621,0,0,0,1.000000000,1,0,0,0.000002981,0.000003456,0.000008008,0.149364823,0.117169793,0.981815354,0.000000002,0.000000007,0.000000010,-0.144542107,-0.989452267,0.009580701,0.000000000,0.196850675,0.134705157,4.042737188,0.011527241,118.951355135,0,0.165630647,0.128218037,467,429,38,0.259300389,115,0,0,0,0,0,1219,115,254749,532764,171219,29,0,2169164
1437,1624181240.458191633,1624181240.558144331,1442,1441,0,0.445342486,0.533303872,1,0,0,0,1,-28.638915251,-3.314355672,-30.167092385,0.087663408,0.025754956,0.995744580,-0.012022466,1673,556,0.332337119,0.103237412,0.073465006,0.048800554,0.211071826,99.732937433,1550,0.763898312,214.425519692,438.640876334,530.975987320,0.181096152,0.138339045,0,0,0,1.000000000,1,0,0,0.000002884,0.000003245,0.000008503,0.117973845,0.139005914,0.983239303,0.000000002,0.000000008,0.000000012,-0.144138869,-0.987387331,0.065499955,0.000000000,0.200719065,0.128034364,4.183921946,0.011235985,115.428002055,0,0.167718891,0.129563396,479,434,45,0.286312014,108,0,0,0,0,0,1086,108,254972,533243,171327,29,0,2170250
1438,1624181240.558189392,1624181240.658123732,1443,1442,0,0.459745218,0.514488345,1,0,0,0,1,-28.965215328,-3.339557679,-30.137820215,0.073829925,0.036100210,0.996523741,-0.013651043,1584,579,0.365530303,0.109076733,0.082008668,0.052220743,0.182541126,108.762939010,1464,0.773851189,198.890191575,399.023993608,535.003956041,0.175555660,0.135853956,0,0,0,1.000000000,1,0,0,0.000002871,0.000003369,0.000008912,0.119327858,0.177035626,0.976943831,0.000000002,0.000000008,0.000000012,0.156982544,-0.987203400,0.028034418,0.000000000,0.204250158,0.133870247,4.352126292,0.011862468,111.400458452,0,0.169800067,0.130992773,392,357,35,0.247474747,115,0,0,0,0,0,1077,115,255147,533635,171442,29,0,2171327
1439,1624181240.658186913,1624181240.758085251,1444,1443,0,0.315815882,0.414914795,1,0,0,0,1,-29.328887560,-3.336065024,-30.155000369,0.061635457,0.043087333,0.997068302,-0.014119284,1534,623,0.406127771,0.091701465,0.066366688,0.042508945,0.156874248,135.473095115,1441,0.788069861,173.968118289,395.686749388,565.953801711,0.153193722,0.120727355,0,0,0,1.000000000,1,0,0,0.000002901,0.000003228,0.000010407,0.105251015,0.209349123,0.972160053,0.000000002,0.000000007,0.000000014,0.029957840,-0.997753133,0.059926736,0.000000000,0.204535063,0.131268639,4.540054089,0.012203530,110.055159795,0,0.170531629,0.131539149,333,303,30,0.217079531,102,0,0,0,0,0,1099,102,255293,533968,171544,29,0,2172426
1440,1624181240.758184433,1624181240.858036757,1445,1444,0,0.224762054,0.311839328,1,0,0,0,1,-29.700128185,-3.301541648,-30.183279220,0.050773178,0.052931604,0.997188559,-0.015339753,1504,646,0.429521277,0.089449120,0.062859161,0.043608583,0.161208872,144.910688731,1389,0.795410420,162.434406128,390.558264565,551.832402858,0.147022737,0.116943417,0,0,0,1.000000000,1,0,0,0.000002758,0.000003331,0.000011533,0.019950481,0.199806357,0.979632277,0.000000002,0.000000007,0.000000014,0.314122059,0.946087539,-0.079029747,0.000000000,0.202319514,0.128246108,4.737148572,0.014462790,110.098428979,0,0.171002578,0.131902854,317,287,30,0.210771277,101,0,0,0,0,0,1085,102,255438,534285,171645,29,0,2173511
1441,1624181240.858181953,1624181240.958063364,1446,1445,0,0.203179075,0.277663895,1,0,0,0,1,-30.074935139,-3.247914111,-30.260318848,0.042102433,0.052490265,0.997617703,-0.015201211,1576,673,0.427030457,0.104333972,0.066920820,0.044780147,0.187394818,119.561295200,1459,0.802674451,184.112436248,392.848050173,594.141537963,0.157212978,0.126190840,0,0,0,1.000000000,1,0,0,0.000002707,0.000003352,0.000010798,0.008861450,-0.179805950,-0.983662185,0.000000002,0.000000006,0.000000011,-0.117612914,-0.990637792,0.069310659,0.000000000,0.202053148,0.126009419,4.934453534,0.015000182,109.448732323,0,0.171325059,0.132276999,380,345,35,0.241116751,132,0,0,0,0,0,1062,134,255625,534665,171777,29,0,2174573
1442,1624181240.958179474,1624181241.058029890,1447,1446,0,0.178695126,0.235183619,1,0,0,0,1,-30.425571419,-3.154813810,-30.277473747,0.033824499,0.053399760,0.997874687,-0.015826492,1496,616,0.411764706,0.139948660,0.085375822,0.062103410,0.188626384,130.977634601,1382,0.793629748,165.628445280,426.120116377,505.047750396,0.151011125,0.119846921,0,0,0,1.000000000,1,0,0,0.000002761,0.000003534,0.000012109,0.029550176,-0.205518975,-0.978206899,0.000000002,0.000000006,0.000000014,0.198910469,0.978738940,-0.050047112,0.000000000,0.202254610,0.160960359,5.123975199,0.016828815,110.086851810,0,0.171457443,0.132410812,482,430,52,0.322192513,153,0,0,0,0,0,859,155,255814,535147,171930,29,0,2175432
1443,1624181241.058177233,1624181241.158063412,1448,1447,0,0.096246310,0.151621639,1,0,0,0,1,-30.770805536,-3.157018201,-30.287283627,0.030251487,0.051002085,0.998123736,-0.015252636,1489,609,0.408999328,0.095178040,0.065641861,0.041590509,0.131434850,159.510889577,1389,0.784412375,142.647237963,402.350610324,544.550939945,0.130923222,0.102697796,0,0,0,1.000000000,1,0,0,0.000003065,0.000003608,0.000014613,0.013573596,-0.213283377,-0.976896084,0.000000002,0.000000008,0.000000016,0.120907740,0.991471553,-0.048636187,0.000000000,0.198056599,0.153148861,5.299019877,0.017175666,112.636600221,0,0.169609900,0.130995909,378,342,36,0.253861652,106,0,0,0,0,0,1005,106,255992,535525,172036,29,0,2176437
1444,1624181241.158174753,1624181241.258148432,1449,1448,0,0.042454548,0.080916963,1,0,0,0,1,-31.082821645,-3.214139794,-30.271504031,0.025934136,0.047749513,0.998410335,-0.014973536,1394,590,0.423242468,0.092139028,0.059759105,0.042912970,0.161199900,140.847292577,1293,0.796236152,149.920826168,373.128298228,506.484220050,0.145620175,0.115948048,0,0,0,1.000000000,1,0,0,0.000003065,0.000003819,0.000015429,0.035491299,-0.203420501,-0.978447989,0.000000003,0.000000008,0.000000014,0.367722850,0.929642301,-0.023347329,0.000000000,0.195551228,0.144623173,5.451583578,0.016385281,113.750471504,0,0.168544857,0.130263475,294,271,23,0.210903874,87,0,0,0,0,0,1013,87,256129,535819,172123,29,0,2177450
1445,1624181241.258172274,1624181241.358163834,1450,1449,0,0.045848081,0.088298827,1,0,0,0,1,-31.391111796,-3.307015629,-30.275984567,0.024427754,0.044668819,0.998594400,-0.014737908,1387,580,0.418168709,0.082823917,0.058711953,0.041132068,0.111156897,174.233480412,1293,0.792027307,126.316743517,388.328361216,509.446203364,0.123345196,0.097692764,0,0,0,1.000000000,1,0,0,0.000003257,0.000004227,0.000017622,0.031109224,-0.219628868,-0.975087369,0.000000002,0.000000012,0.000000018,0.227885004,0.973236963,-0.029635079,0.000000000,0.191782721,0.141881421,5.597861263,0.016271172,116.450078643,0,0.166479056,0.128760049,268,253,15,0.193222783,81,0,0,0,0,0,1037,82,256262,536087,172204,29,0,2178487
1446,1624181241.358169794,1624181241.458209515,1451,1450,0,0.049512674,0.131485189,1,0,0,0,1,-31.696780585,-3.397838153,-30.249796525,0.024902815,0.045007670,0.998569656,-0.014587702,1372,609,0.443877551,0.079331444,0.058978758,0.035949247,0.137118506,167.774080751,1291,0.801951046,137.080444033,393.259198118,504.979158432,0.132404090,0.106181599,0,0,0,1.000000000,1,0,0,0.000003158,0.000003887,0.000018226,0.034514634,-0.216461768,-0.975680810,0.000000002,0.000000009,0.000000017,0.414000427,0.909776744,-0.030164910,0.000000000,0.188365340,0.139815387,5.736514153,0.016625509,118.974056489,0,0.165098990,0.127846001,269,255,14,0.196064140,72,0,0,0,0,0,1031,72,256382,536356,172276,29,0,2179518
1447,1624181241.458167315,1624181241.558186293,1452,1451,0,0.081600121,0.161002966,1,0,0,0,1,-32.003348165,-3.513984952,-30.253394661,0.025202546,0.045726829,0.998530662,-0.014505376,1385,586,0.423104693,0.085335234,0.059406264,0.040062555,0.136826659,141.449588444,1300,0.784439551,134.921001283,377.186147303,507.664267196,0.132305141,0.103785386,0,0,0,1.000000000,1,0,0,0.000003183,0.000003819,0.000016635,0.043396089,-0.179064919,-0.982879715,0.000000003,0.000000009,0.000000015,0.154824318,0.987339096,-0.034509998,0.000000000,0.187763550,0.136597091,5.874050789,0.016537320,119.698758435,0,0.164215720,0.127211495,249,217,32,0.179783394,72,0,0,0,0,0,1063,73,256500,536605,172348,29,0,2180581
1448,1624181241.558165073,1624181241.658189297,1453,1452,0,0.042099455,0.087705509,1,0,0,0,1,-32.318145583,-3.605394492,-30.234602186,0.025962059,0.045226225,0.998532995,-0.014574551,1366,588,0.430453880,0.076209248,0.058583084,0.034350875,0.128310999,165.516344628,1275,0.792842651,126.193149669,385.269306338,499.411923858,0.124835640,0.098975019,0,0,0,1.000000000,1,0,0,0.000003272,0.000003872,0.000016931,0.009197203,-0.207899201,-0.978107015,0.000000002,0.000000010,0.000000016,0.044918217,-0.998906405,0.012974884,0.000000000,0.183645443,0.141241538,6.012941177,0.016422787,122.253941153,0,0.161991569,0.125623412,212,198,14,0.155197657,69,0,0,0,0,0,1084,70,256587,536817,172417,29,0,2181665
1449,1624181241.658162594,1624181241.758132935,1454,1453,0,0.055686627,0.138592208,1,0,0,0,1,-32.635726964,-3.666907606,-30.213182233,0.026646937,0.045397406,0.998501867,-0.014934484,1360,558,0.410294118,0.076348829,0.053506572,0.038243459,0.111633961,181.037300959,1267,0.789435105,128.887331673,389.764082500,481.562864255,0.128859720,0.101726386,0,0,0,1.000000000,1,0,0,0.000003375,0.000004221,0.000018335,0.019779354,-0.194216371,-0.980759287,0.000000002,0.000000011,0.000000019,-0.037546197,-0.998926424,0.027134511,0.000000000,0.179111690,0.150678957,6.133131766,0.015625545,126.202350986,0,0.160362839,0.124388021,258,243,15,0.189705882,76,0,0,0,0,0,1026,76,256692,537075,172493,29,0,2182691
1450,1624181241.758160114,1624181241.858041525,1455,1454,0,0.067879853,0.126052323,1,0,0,0,1,-32.958221014,-3.729557486,-30.197313409,0.027236602,0.044963840,0.998508978,-0.014705129,1357,562,0.414148858,0.084206844,0.056431696,0.034670614,0.116540608,174.953919158,1257,0.782755097,127.950170368,373.748888489,482.224098699,0.130040816,0.101790112,0,0,0,1.000000000,1,0,0,0.000003315,0.000004349,0.000019672,-0.002539986,-0.204453303,-0.978873023,0.000000003,0.000000011,0.000000016,-0.216943092,0.975921714,-0.022638534,0.000000000,0.174263957,0.153645207,6.251619796,0.014799426,129.909901451,0,0.157947120,0.122708737,215,201,14,0.158437730,75,0,0,0,0,0,1067,75,256779,537290,172568,29,0,2183758
1451,1624181241.858157635,1624181241.957968473,1456,1455,0,0.090851704,0.134132501,1,0,0,0,1,-33.287595819,-3.795386651,-30.174858930,0.028491163,0.042121019,0.998597758,-0.014717032,1347,570,0.423162584,0.070651662,0.052063031,0.032568436,0.110836793,161.344005760,1264,0.785002617,130.065329476,375.835324605,486.342654026,0.131082093,0.102899786,0,0,0,1.000000000,1,0,0,0.000003341,0.000004409,0.000019050,0.005405247,-0.191905954,-0.981398435,0.000000003,0.000000012,0.000000019,-0.096957417,0.995038602,-0.022303355,0.000000000,0.170489151,0.164892204,6.396978068,0.013870380,132.445728381,0,0.155419678,0.120973035,212,196,16,0.157386785,36,0,0,0,0,0,1097,38,256859,537502,172604,29,0,2184855
1452,1624181241.958155155,1624181242.058012009,1457,1456,0,0.078643939,0.122500603,1,0,0,0,1,-33.610514732,-3.847043147,-30.152834812,0.030528814,0.039825185,0.998636174,-0.014413097,1370,561,0.409489051,0.077944759,0.053886709,0.035228724,0.124676117,169.857558042,1288,0.778373061,128.697456354,378.900336751,494.946710009,0.128370816,0.099920385,0,0,0,1.000000000,1,0,0,0.000003494,0.000004494,0.000018785,0.030667318,0.212809046,0.976612423,0.000000002,0.000000011,0.000000018,-0.102418146,-0.994106627,0.035532210,0.000000000,0.166911821,0.171169129,6.500059306,0.013120981,135.818743148,0,0.152421228,0.118780770,229,215,14,0.167153285,74,0,0,0,0,0,1066,75,256964,537731,172678,29,0,2185921
