frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1277,1624181224.258585930,1624181224.358618736,1282,1281,0,0.128875152,0.169968131,1,0,0,0,1,4.969777372,27.453077050,-33.330973120,0.004497908,0.017068060,-0.054932990,0.998334021,1865,760,0.407506702,0.061032932,0.046598462,0.027909864,0.425318108,82.099244413,1719,0.796294213,295.620203488,445.804517594,627.405030286,0.215965647,0.171972195,0,0,0,0,1,0.034876383,0.007021014,0.100000000,0.030000000,1.087368953,0.061032932,0.000002495,0.000003059,0.000008465,0.094154855,-0.018018502,-0.995394493,0.000000003,0.000000008,0.000000009,-0.985149087,-0.141353632,0.097470133,0.000000000,0.373110625,0.061708117,12.625299828,0.023097969,96.556140695,0,0.203915478,0.160873855,187,173,14,0.100268097,33,0,0,0,0,0,1645,33,232663,489941,158947,17,0,2073385
1278,1624181224.358583450,1624181224.458464861,1283,1282,0,0.133333722,0.148673210,1,0,0,0,1,4.879658898,27.019034895,-33.342958497,0.004147220,0.018930799,-0.051576396,0.998480997,1820,748,0.410989011,0.061701496,0.048470051,0.029003709,0.402193982,105.791327062,1675,0.797494346,278.773317692,456.197857621,600.831853457,0.208693431,0.166431831,0,0,0,0,1,0.015963809,0.005405831,0.100000000,0.030000000,1.050753954,0.061701496,0.000002382,0.000002933,0.000009320,0.084493298,-0.041654967,-0.995552985,0.000000003,0.000000009,0.000000012,0.632909718,0.768318747,-0.095454662,0.000000000,0.359217508,0.037043918,11.984272471,0.026480986,97.583251259,0,0.200181703,0.158074019,184,165,19,0.101098901,33,0,0,0,0,0,1602,34,232736,490125,158980,17,0,2074987
1279,1624181224.458581209,1624181224.558450222,1284,1283,0,0.136831659,0.158323851,1,0,0,0,1,4.803140598,26.596808152,-33.357058268,0.004254380,0.019531849,-0.046211489,0.998731648,1861,768,0.412681354,0.061188205,0.044819447,0.028106060,0.369601560,101.836533134,1717,0.792108258,261.298350926,476.974429222,621.777098022,0.192124094,0.152183081,0,0,0,0,1,0.017789989,0.004142373,0.100000000,0.030000000,0.967328729,0.061188205,0.000002275,0.000002875,0.000009413,0.058352840,-0.034972555,-0.997683250,0.000000003,0.000000008,0.000000009,0.809348984,0.582658268,-0.073915934,0.000000000,0.354805508,0.037042878,11.296415296,0.036211106,96.972719986,0,0.196909623,0.155494724,173,155,18,0.092960774,47,0,0,0,0,0,1641,47,232794,490298,159027,17,0,2076628
1280,1624181224.558578730,1624181224.658443689,1285,1284,0,0.155935790,0.177483857,1,0,0,0,1,4.730881543,26.179714523,-33.359668627,0.004139303,0.022156123,-0.039601151,0.998961321,1848,772,0.417748918,0.057686421,0.043480680,0.026085411,0.383328480,90.673883146,1711,0.792923301,271.542388910,459.798186428,625.351192981,0.200150392,0.158703909,0,0,0,0,1,0.007965443,0.002389913,0.100000000,0.030000000,1.014593827,0.057686421,0.000002340,0.000002952,0.000008723,0.058789502,-0.066837950,-0.996030362,0.000000003,0.000000007,0.000000010,0.812611857,0.572744365,-0.107823290,0.000000000,0.355811767,0.036119919,11.154404593,0.048750200,96.985268827,0,0.197104139,0.155713595,153,137,16,0.082792208,31,0,0,0,0,0,1662,33,232854,490451,159058,17,0,2078290
1281,1624181224.658576250,1624181224.758423090,1285,1285,0,0.180425954,0.208948033,1,0,0,0,1,4.658988646,25.760582251,-33.359910969,0.002650109,0.022721377,-0.032315434,0.999215907,1897,802,0.422772799,0.062053376,0.048484468,0.031055626,0.397667942,94.745331220,1751,0.792924575,283.480062339,464.308544463,640.622324853,0.204175908,0.161896095,0,0,0,0,1,0.004925933,0.006055547,0.100000000,0.030000000,1.034999801,0.062053376,0.000002527,0.000003132,0.000009339,0.055672271,-0.041640729,-0.997580397,0.000000003,0.000000007,0.000000009,0.675360795,0.730945036,-0.098016070,0.000000000,0.361280829,0.033099006,11.012982258,0.062798751,96.415322620,0,0.198360340,0.156738887,176,160,16,0.092778071,42,0,0,0,0,0,1679,42,232932,490627,159100,17,0,2079969
1282,1624181224.758573771,1624181224.858391762,1286,1286,0,0.183980952,0.209832172,1,0,0,0,1,4.590809814,25.364551146,-33.350333124,0.002620610,0.024098933,-0.025104416,0.999390886,1844,779,0.422451193,0.054763657,0.043174394,0.028749298,0.339620251,81.282565459,1716,0.797524485,278.726847158,451.400903855,638.424265647,0.203665512,0.162428233,0,0,0,0,1,0.017139452,0.003649410,0.100000000,0.030000000,1.025438801,0.054763657,0.000002471,0.000002963,0.000008587,0.048909469,-0.032174641,-0.998284857,0.000000003,0.000000007,0.000000009,0.783135254,0.600161437,-0.162804862,0.000000000,0.357621721,0.039168163,10.300393618,0.077029467,95.335761338,0,0.198068672,0.156594819,176,155,21,0.095444685,26,0,0,0,0,0,1642,26,232990,490803,159126,17,0,2081611
1283,1624181224.958569050,1624181225.058630466,1288,1287,0,0.191007674,0.229080763,1,0,0,0,1,4.459828979,24.571050606,-33.353732515,0.004226195,0.024725868,-0.007735821,0.999655405,1808,756,0.418141593,0.063170691,0.047923893,0.028412383,0.332487373,96.417184135,1692,0.799169715,245.689483297,471.134475006,635.371200288,0.181696763,0.145206550,0,0,0,0,1,0.014400940,0.008684688,0.100000000,0.030000000,0.910365960,0.063170691,0.000003063,0.000003712,0.000012593,0.079070124,-0.006147951,-0.996850098,0.000000003,0.000000009,0.000000012,0.714237114,0.699277583,-0.029600803,0.000000000,0.356767725,0.040279131,10.569403692,0.111744982,95.194079573,0,0.197140460,0.156030819,182,168,14,0.100663717,31,0,0,0,0,0,1594,32,233053,490985,159157,17,0,2083205
1284,1624181225.058566570,1624181225.158639193,1289,1288,0,0.236686925,0.280619132,1,0,0,0,1,4.399580836,24.175472843,-33.355720858,0.009129603,0.022979704,0.001282312,0.999693423,1828,766,0.419037199,0.058440514,0.046257339,0.025301307,0.382762108,81.268001795,1674,0.790524349,262.086359717,439.701727305,621.549673707,0.198049483,0.156562939,0,0,0,0,1,0.009023342,0.004467156,0.100000000,0.030000000,0.992298955,0.058440514,0.000002522,0.000002916,0.000009414,0.095763537,-0.021794535,-0.995165485,0.000000003,0.000000007,0.000000010,0.564118836,0.824267511,-0.048507828,0.000000000,0.357183646,0.039679565,10.415438177,0.129918529,94.016573484,0,0.197235030,0.156148011,162,140,22,0.088621444,37,0,0,0,0,0,1628,38,233114,491147,159194,17,0,2084833
1285,1624181225.158564091,1624181225.258671999,1290,1289,0,0.270428379,0.303230303,1,0,0,0,1,4.345607153,23.795396809,-33.368286871,0.013593205,0.019578717,0.010976415,0.999655649,1927,730,0.378827193,0.062436354,0.047649211,0.028868063,0.337851082,80.684914643,1788,0.784195635,281.541905453,456.971934738,663.627954419,0.200794175,0.157461916,0,0,0,0,1,0.015252056,0.005344709,0.100000000,0.030000000,1.005987370,0.062436354,0.000002488,0.000002704,0.000008373,0.097164022,-0.017515583,-0.995114243,0.000000003,0.000000007,0.000000010,0.701038232,0.711484278,-0.048327206,0.000000000,0.355233422,0.040032592,9.720442094,0.148982583,93.507354330,0,0.197107714,0.155982138,173,158,15,0.089776855,30,0,0,0,0,0,1723,31,233169,491320,159224,17,0,2086556
1286,1624181225.258561611,1624181225.358590603,1291,1290,0,0.371518058,0.553130622,1,0,0,0,1,4.284114624,23.434412232,-33.329909696,0.022626840,0.014791347,0.021472972,0.999403899,1898,763,0.402002107,0.063038130,0.046506179,0.030047907,0.519807036,80.461035264,1750,0.792029723,309.940288147,471.558880654,604.552846694,0.223613749,0.177108736,0,0,0,0,1,0.042576214,0.006170040,0.100000000,0.030000000,1.116920009,0.063038130,0.000002328,0.000002895,0.000007555,0.097833997,-0.005729047,-0.995186257,0.000000003,0.000000007,0.000000008,-0.213436180,-0.974334876,0.071530038,0.000000000,0.358559552,0.041162205,9.538836589,0.169194116,92.781846933,0,0.198039143,0.156662554,214,191,23,0.112750263,36,0,0,0,0,0,1647,37,233240,491534,159260,17,0,2088203
1287,1624181225.358559132,1624181225.458545685,1292,1291,0,0.549240013,0.614618493,1,0,0,0,1,4.213752081,23.087060140,-33.283204387,0.035362306,0.010286383,0.033391268,0.998763596,1909,768,0.402304872,0.109976181,0.065665794,0.046853246,0.496247142,83.150712938,1741,0.784136636,323.422757949,451.535600849,590.223524814,0.236908182,0.185768385,0,0,0,0,1,0.042376036,0.020539900,0.100000000,0.030000000,1.183144468,0.109976181,0.000002458,0.000002821,0.000007317,0.133309490,-0.039650786,-0.990280968,0.000000002,0.000000007,0.000000010,0.706108191,0.701438851,-0.096926578,0.000000000,0.363958768,0.175357921,9.356741883,0.191399618,92.583851401,0,0.199710089,0.157809534,500,459,41,0.261917234,107,0,0,0,0,0,1300,109,233312,492034,159367,17,0,2089503
1288,1624181225.458556890,1624181225.558521032,1293,1292,0,0.775994776,0.873997250,1,0,0,0,1,4.151612588,22.744113834,-33.242615048,0.059894150,0.005040287,0.046898304,0.997089683,1891,785,0.415124273,0.095628652,0.054883752,0.038702610,0.563894335,83.108953770,1734,0.788205913,328.422597666,470.096907505,568.229548582,0.240294732,0.189401729,0,0,0,0,1,0.021560875,0.020218948,0.100000000,0.030000000,1.200239230,0.095628652,0.000002322,0.000003028,0.000007307,0.150381299,-0.024433119,-0.988326104,0.000000001,0.000000006,0.000000009,0.474875737,0.872006417,-0.118734339,0.000000000,0.377621071,0.200652890,9.204377707,0.217884740,92.011011608,0,0.202550705,0.160093319,319,288,31,0.168693813,81,0,0,0,0,0,1491,81,233382,492353,159448,17,0,2090994
1289,1624181225.558554411,1624181225.658488512,1294,1293,0,0.565217458,0.748920979,1,0,0,0,1,4.116282544,22.395911851,-33.295570183,0.075769725,0.002615753,0.062431228,0.995165538,1916,742,0.387265136,0.078950313,0.053979565,0.035694929,0.647321469,81.908756138,1776,0.786129867,393.825348549,481.235274209,521.106020513,0.282076177,0.221748507,0,0,0,0,1,0.084650712,0.012956521,0.100000000,0.030000000,1.402735460,0.078950313,0.000002315,0.000003586,0.000007951,0.115208848,0.064715187,-0.991230985,0.000000003,0.000000007,0.000000009,0.976618553,0.207727576,-0.055366564,0.000000000,0.394321720,0.201862359,9.034520965,0.247860002,91.524609089,0,0.206837541,0.163459834,256,222,34,0.133611691,60,0,0,0,0,0,1600,60,233467,492609,159508,17,0,2092594
1290,1624181225.658551931,1624181225.758455515,1295,1294,0,0.362110408,0.378011350,1,0,1,1,1,4.099895821,22.111811358,-33.220882487,0.093596925,-0.001118510,0.076847417,0.992639330,1996,734,0.367735471,0.188632301,0.105721408,0.087011168,0.685471559,83.043436459,1803,0.801704837,418.326419617,501.547666487,525.599734742,0.289404356,0.232016872,1,1,1,5,1,0.087457273,0.023147365,0.100000000,0.030000000,1.443214655,0.188632301,0.000002248,0.000003997,0.000008274,0.094301765,0.167124364,-0.981415623,0.000000001,0.000000005,0.000000010,0.725346233,-0.687943909,0.024617482,0.050000000,0.411039997,0.413928567,8.817554604,0.275485328,90.106423374,1,0.211236295,0.167061288,109,91,18,0.054609218,185,647,0,0,30,0,1054,833,233511,492718,160340,17,0,2093648
1291,1624181225.758549452,1624181225.858472109,1296,1295,0,0.338367729,0.396905586,1,0,1,1,1,4.085518328,21.825730302,-33.202445245,0.107328590,-0.001832211,0.093427586,0.989822460,2050,790,0.385365854,0.168886448,0.116480509,0.086422940,0.697155986,74.461352895,1865,0.803050732,432.214448012,512.537160857,552.938006465,0.288587464,0.231750374,1,1,1,5,1,0.013684520,0.023408608,0.100000000,0.030000000,1.439140943,0.168886448,0.000002387,0.000004206,0.000008009,-0.097046239,-0.251916593,0.962870738,0.000000000,0.000000000,0.000000008,0.848271813,-0.529028986,0.023733184,0.100000000,0.431314564,0.468834849,8.602411498,0.306754569,88.563046491,2,0.215996967,0.171037615,91,73,18,0.044390244,158,506,0,0,27,0,1295,664,233552,492809,161004,17,0,2094943
1292,1624181225.858546972,1624181225.958494663,1297,1296,0,0.423441287,0.475834673,1,0,0,0,1,4.043932809,21.555138710,-33.155438146,0.113615934,0.001871416,0.110013789,0.987413228,2064,825,0.399709302,0.141887625,0.100925067,0.065732726,0.762711243,74.475344349,1886,0.794285033,438.792120543,502.795458390,556.433992665,0.292914421,0.232657540,0,0,1,4,1,0.045618449,0.019970666,0.100000000,0.030000000,1.460718805,0.141887625,0.000002455,0.000003914,0.000007143,0.093288035,0.344931185,-0.933980632,0.000000000,0.000000002,0.000000007,0.659658701,-0.751086377,0.026826332,0.100000000,0.452320255,0.475061896,8.386858521,0.340271864,87.753059745,0,0.220899749,0.174957390,432,379,53,0.209302326,107,0,0,0,0,0,1525,107,233670,493241,161111,17,0,2096468
1293,1624181225.958544731,1624181226.058427334,1298,1297,0,0.401971607,0.430123040,1,0,0,0,1,4.014667738,21.328597009,-33.193286321,0.114510723,0.005627272,0.126687698,0.985294806,2003,715,0.356964553,0.088994519,0.058728349,0.038677564,0.807935753,91.474195137,1838,0.775273546,430.892651008,478.376924865,515.683202171,0.302390828,0.234435610,0,0,1,3,1,0.067392427,0.016222050,0.100000000,0.030000000,1.482991464,0.088994519,0.000002472,0.000003864,0.000008698,0.074596967,0.380008851,-0.921969937,0.000000002,0.000000004,0.000000010,0.493959387,-0.869228704,0.021108870,0.100000000,0.478614377,0.463837342,8.123200311,0.373720050,87.210114715,0,0.227169903,0.179761239,323,283,40,0.161258113,62,0,0,0,0,0,1618,62,233781,493564,161173,17,0,2098086
1294,1624181226.058542252,1624181226.158471107,1299,1298,0,0.401170623,0.453964418,1,0,0,0,1,4.000896396,21.132389923,-33.246347621,0.109441156,0.010750397,0.144741519,0.983339695,1965,713,0.362849873,0.069897063,0.050250630,0.030470739,0.767512569,75.342739629,1806,0.776259966,424.403799778,482.378763672,495.142935988,0.302729211,0.234996567,0,0,1,2,1,0.061935380,0.010050143,0.100000000,0.030000000,1.486539962,0.069897063,0.000002456,0.000003818,0.000008000,0.040944164,0.337341037,-0.940491680,0.000000003,0.000000004,0.000000008,0.522399273,-0.852057330,0.033125610,0.100000000,0.502851912,0.457700059,7.851212419,0.409701540,85.969940609,0,0.233352542,0.184494525,222,196,26,0.112977099,65,0,0,0,0,0,1678,65,233873,493786,161238,17,0,2099764
1295,1624181226.158539772,1624181226.258434772,1299,1299,0,0.443682221,0.491912138,1,0,0,0,1,3.987253322,20.937149644,-33.300604156,0.103804969,0.013693061,0.163399323,0.980988119,1935,689,0.356072351,0.072043461,0.054247031,0.030864739,0.797785878,71.518005548,1787,0.772008213,410.048750502,477.080792287,492.449133690,0.297227521,0.229462088,0,0,1,1,1,0.045619355,0.011879754,0.100000000,0.030000000,1.451529984,0.072043461,0.000002551,0.000003966,0.000007073,-0.075853738,-0.360390759,0.929712166,0.000000003,0.000000004,0.000000009,0.477922544,-0.875143091,0.075595049,0.100000000,0.526250895,0.453296767,7.106304946,0.444211740,85.055544126,0,0.238303745,0.188213039,233,203,30,0.120413437,53,0,0,0,0,0,1649,53,233971,494019,161291,17,0,2101413
1296,1624181226.258537292,1624181226.358433485,1300,1300,0,0.489525004,0.537061084,1,0,0,0,1,3.965647904,20.760374208,-33.288643898,0.095172208,0.016690347,0.183446460,0.978269431,1909,696,0.364588790,0.068423009,0.051869231,0.031856654,0.767899296,71.168378323,1744,0.773537711,394.738691148,470.465423618,483.845653654,0.292604988,0.226340993,0,0,1,0,1,0.044801486,0.006943687,0.100000000,0.030000000,1.431786579,0.068423009,0.000002570,0.000003585,0.000006825,0.064220612,0.394376697,-0.916702096,0.000000003,0.000000004,0.000000008,0.424041305,-0.904448949,-0.046487304,0.100000000,0.544228658,0.447131789,6.818211073,0.480333125,84.245594773,0,0.242703352,0.191426707,218,194,24,0.114195914,53,0,0,0,0,0,1637,54,234052,494237,161344,17,0,2103050
1297,1624181226.458532333,1624181226.558356047,1301,1301,0,0.526571731,0.580708401,1,0,0,0,1,3.919000266,20.516996613,-33.275006568,0.083928312,0.017349743,0.229092018,0.969624604,1868,688,0.368308351,0.090968516,0.069773932,0.041999596,0.713377219,81.526490162,1726,0.777535058,387.889716548,455.900776305,498.235017471,0.289033043,0.224733324,0,0,0,0,1,0.051836824,0.015996089,0.100000000,0.030000000,1.421616796,0.090968516,0.000003321,0.000004685,0.000010519,0.068498626,0.239976433,-0.968359050,0.000000003,0.000000008,0.000000010,-0.022118055,-0.999745989,0.004329940,0.100000000,0.558631613,0.435084544,6.622932820,0.566711331,84.216957060,0,0.246356721,0.194064764,263,230,33,0.140792291,64,0,0,0,0,0,1540,65,234134,494500,161408,17,0,2104590
1298,1624181226.558530092,1624181226.658387423,1303,1302,0,0.653485530,0.794538710,1,0,0,0,1,3.888527378,20.434830213,-33.208009258,0.086031085,0.021713541,0.255941003,0.962611748,1868,735,0.393468951,0.074324710,0.057750853,0.034646763,0.640616149,71.604913799,1724,0.775497604,367.587911622,466.794844844,502.575113179,0.274943527,0.213218046,0,0,0,0,1,0.067442328,0.010509870,0.100000000,0.030000000,1.338083473,0.074324710,0.000002572,0.000003677,0.000007377,0.068943921,0.269461908,-0.960539961,0.000000003,0.000000008,0.000000008,-0.509868750,-0.859099427,0.044520010,0.100000000,0.570552722,0.428340869,6.303908134,0.611882439,82.507636397,0,0.249669226,0.196404075,225,200,25,0.120449679,55,0,0,0,0,0,1588,55,234213,494725,161463,17,0,2106178
1299,1624181226.658527613,1624181226.758425236,1304,1303,0,0.766839419,0.855912203,1,0,1,1,1,3.844707192,20.377901223,-33.147611924,0.089860852,0.024530548,0.283979148,0.954295092,1814,683,0.376515987,0.154118198,0.102548491,0.069096782,0.710453545,72.956114971,1668,0.788520046,391.018283824,445.611709016,478.621444572,0.297295462,0.234423432,1,1,1,5,1,0.041912486,0.023322643,0.100000000,0.030000000,1.461642320,0.154118198,0.000002450,0.000003609,0.000006950,0.081912138,0.237385767,-0.967955784,0.000000003,0.000000006,0.000000007,-0.339746939,-0.939346703,0.046901907,0.150000000,0.587595321,0.431524225,5.974449539,0.657173408,81.063615489,1,0.254927795,0.200516092,122,101,21,0.067254686,139,411,0,0,21,0,1140,552,234256,494847,162013,17,0,2107318
1300,1624181226.758525133,1624181226.858379126,1305,1304,0,0.703287379,0.718222984,1,0,0,0,1,3.851270717,20.338846461,-33.240703291,0.096299467,0.027569493,0.315693478,0.943559200,1758,605,0.344141069,0.081699680,0.056197430,0.034706752,0.691079473,74.159912941,1640,0.764564792,384.145284620,426.839156354,442.901818524,0.306363740,0.234234930,1,0,1,5,1,0.138313074,0.003682470,0.100000000,0.030000000,1.460467001,0.081699680,0.000002739,0.000003854,0.000006741,0.059353468,0.337543220,-0.939436927,0.000000003,0.000000005,0.000000008,0.055069439,-0.995596610,0.075860049,0.150000000,0.602982871,0.418552199,5.650361074,0.709428445,80.237916979,0,0.260238462,0.204292643,242,224,18,0.137656428,67,0,0,0,0,0,1449,67,234346,495089,162080,17,0,2108767
1301,1624181226.858522654,1624181226.958490133,1306,1305,0,0.697246369,0.722795605,1,0,0,0,1,3.841721768,20.325620247,-33.194120523,0.106632832,0.033482260,0.347270982,0.931080685,1873,633,0.337960491,0.065948760,0.046664467,0.030536766,0.651415963,71.156557175,1745,0.758708276,382.443921980,461.473474658,480.028544536,0.288866720,0.219165571,0,0,1,4,1,0.062417440,0.004871336,0.100000000,0.030000000,1.366508766,0.065948760,0.000002968,0.000003856,0.000007074,-0.018820363,-0.342441932,0.939350476,0.000000003,0.000000004,0.000000007,0.012321354,0.998673263,-0.049998972,0.150000000,0.615670272,0.416118825,5.297746578,0.762806440,79.058478276,0,0.264473003,0.207156117,223,205,18,0.119060331,44,0,0,0,0,0,1605,45,234434,495312,162124,17,0,2110372
1302,1624181226.958520174,1624181227.058614254,1306,1306,0,0.651344078,0.670082562,1,0,0,0,1,3.837670096,20.324786933,-33.242233536,0.108848471,0.035586318,0.378117330,0.918647326,1771,544,0.307171090,0.075656559,0.053803211,0.032654503,0.785476310,66.916592234,1643,0.752455457,387.608553908,413.663219536,435.012542422,0.313527033,0.235915127,0,0,1,3,1,0.061502219,0.006469580,0.100000000,0.030000000,1.470943120,0.075656559,0.000003393,0.000004033,0.000006821,-0.007527283,-0.299829584,0.953963081,0.000000003,0.000000004,0.000000007,0.192622958,-0.975410516,0.107101455,0.150000000,0.637963074,0.403314364,4.541791692,0.794266166,78.340179615,0,0.269966079,0.210830462,262,233,29,0.147939018,52,0,0,0,0,0,1457,52,234526,495574,162176,17,0,2111829
1303,1624181227.058517933,1624181227.158643007,1307,1307,0,0.683346114,0.721051334,1,0,0,0,1,3.802674738,20.337477926,-33.248035408,0.113698694,0.043630654,0.408111743,0.904772777,1840,579,0.314673913,0.116746337,0.075126133,0.050660071,0.773976176,69.537596774,1714,0.753463956,390.941482464,435.871294377,464.624443675,0.302718147,0.228087213,0,0,1,2,1,0.019052864,0.015983124,0.100000000,0.030000000,1.422135665,0.116746337,0.000003281,0.000003771,0.000006730,0.032573562,0.317332715,-0.947754668,0.000000003,0.000000004,0.000000007,0.153634675,-0.985978240,0.065140596,0.150000000,0.660037515,0.388373680,4.179322170,0.842795682,76.996200247,0,0.276017148,0.214974495,360,322,38,0.195652174,82,0,0,0,0,0,1397,83,234624,495934,162258,17,0,2113226
