frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1196,1624181213.058858633,1624181213.158804655,1201,1200,0,0.133661812,0.219067895,1,1,0,0,0,1,16.265205949,70.238992093,-34.412795675,-0.022132053,0.035516439,-0.062139102,0.997189795,1372,512,0.373177843,0.056546925,0.043417493,0.026193813,0.563188098,103.391664218,1265,0.780463155,251.783307766,314.022211012,421.480372805,0.255025733,0.199038188,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003212,0.000004549,0.000011382,0.069688570,-0.180531760,-0.981097236,0.000000004,0.000000011,0.000000012,0.627343753,-0.772711379,0.096731280,0.100000000,0.664217939,0.548009723,4.096310545,0.016603499,103.119928061,0,0.256068727,0.200174452,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,142,131,11,0.103498542,25,0,0,0,0,0,0,1205,25,223901,465066,129035,15,0,0,1885258
1197,1624181213.158856153,1624181213.258774757,1202,1201,0,0.112719515,0.190978682,1,1,0,0,0,1,16.240364913,70.032634486,-34.400903994,-0.028981313,0.037567888,-0.062138997,0.996939056,1411,541,0.383416017,0.056339707,0.041010664,0.027109673,0.767026245,93.674223893,1305,0.780887272,283.810127138,316.090263680,419.157499350,0.278502458,0.217479025,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003007,0.000004384,0.000010118,0.059416246,-0.174854300,-0.982799920,0.000000003,0.000000008,0.000000011,0.281706719,-0.959032179,0.029976741,0.100000000,0.672298924,0.546835692,4.100536548,0.016332274,102.110307003,0,0.257983852,0.201700684,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,144,128,16,0.102055280,24,0,0,0,0,0,0,1243,24,223949,465210,129059,15,0,0,1886501
1198,1624181213.258853674,1624181213.358763695,1203,1202,0,0.087088212,0.143682859,1,1,0,0,0,1,16.211811047,69.828832725,-34.408223016,-0.035617029,0.037484825,-0.061845610,0.996745422,1394,494,0.354375897,0.058407072,0.041187657,0.024748621,0.850986802,106.092575045,1284,0.766547772,275.518043502,312.505794000,396.223502087,0.279927649,0.214577915,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003135,0.000004631,0.000010732,0.060148908,-0.193849984,-0.979185525,0.000000003,0.000000009,0.000000010,-0.288803229,0.957298701,-0.013110774,0.100000000,0.679159027,0.544720883,4.104929136,0.015950243,101.956985682,0,0.259446435,0.202659623,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,139,119,20,0.099713056,24,0,0,0,0,0,0,1229,26,224004,465349,129083,15,0,0,1887730
1199,1624181213.358851194,1624181213.458771229,1204,1203,0,0.098480322,0.176520910,1,1,0,0,0,1,16.183335448,69.612386978,-34.406578902,-0.040473148,0.036995193,-0.061269418,0.996613937,1440,537,0.372916667,0.053413397,0.034731471,0.024284745,0.755621359,98.980186353,1330,0.781125435,297.450803429,312.731969499,428.714055605,0.286314093,0.223647221,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003085,0.000004562,0.000010383,0.057425330,-0.207422374,-0.976564535,0.000000003,0.000000006,0.000000008,0.706351163,0.705705816,-0.055202681,0.100000000,0.682955398,0.546541633,4.114982081,0.016568095,101.973954136,0,0.261341869,0.204131563,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,121,107,14,0.084027778,32,0,0,0,0,0,0,1287,32,224045,465470,129115,15,0,0,1889017
1200,1624181213.458848715,1624181213.558800697,1205,1204,0,0.088574650,0.171664210,1,1,0,0,0,1,16.147850332,69.391010343,-34.397501358,-0.044965651,0.037949755,-0.060888031,0.996408829,1426,490,0.343618513,0.056356776,0.039813809,0.027283555,0.632203853,103.711292735,1328,0.774478354,284.697585735,324.433554021,419.376114337,0.276806590,0.214380712,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003108,0.000004512,0.000010924,0.038948176,-0.219819547,-0.974762744,0.000000003,0.000000009,0.000000011,-0.984438569,0.151361372,-0.089277312,0.100000000,0.680167283,0.550169569,4.126442222,0.016643473,101.874834155,0,0.262528209,0.205018967,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,152,132,20,0.106591865,16,0,0,0,0,0,0,1254,20,224106,465622,129131,15,0,0,1890271
1201,1624181213.558846474,1624181213.658882141,1206,1205,0,0.084008688,0.130197614,1,1,0,0,0,1,16.115748678,69.172296066,-34.392029376,-0.048494128,0.038178578,-0.061065033,0.996223759,1409,516,0.366217175,0.058849135,0.042660569,0.028288747,0.759662289,111.266628591,1300,0.781076128,295.766864227,311.958194924,407.673906830,0.291281431,0.227512972,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003125,0.000004675,0.000012147,0.021660970,-0.239786880,-0.970583873,0.000000004,0.000000008,0.000000010,0.619193920,0.785223635,-0.004767850,0.100000000,0.688037369,0.547981091,4.137085505,0.016582265,101.872203342,0,0.265555075,0.207377574,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,160,143,17,0.113555713,29,0,0,0,0,0,0,1219,30,224169,465782,129160,15,0,0,1891490
1202,1624181213.658843994,1624181213.758791208,1207,1206,0,0.090006360,0.145675284,1,1,0,0,0,1,16.082158601,68.955385812,-34.375352779,-0.053047005,0.037400522,-0.060778341,0.996038759,1438,499,0.347009736,0.055177175,0.039015426,0.027562253,0.761243164,87.166454115,1331,0.770824942,295.340417928,337.235121643,393.392458514,0.287865137,0.221893627,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003329,0.000004850,0.000011094,0.034262482,-0.264224434,-0.963852442,0.000000004,0.000000006,0.000000009,0.380273232,0.923686032,-0.046865578,0.100000000,0.695415437,0.547121636,4.145999857,0.016224745,100.730780058,0,0.267781077,0.208889072,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,152,138,14,0.105702364,15,0,0,0,0,0,0,1269,17,224223,465934,129175,15,0,0,1892759
1203,1624181213.758841515,1624181213.858754873,1208,1207,0,0.151286439,0.265493047,1,1,0,0,0,1,16.053825619,68.740927204,-34.367603520,-0.059159887,0.036743790,-0.060738858,0.995721243,1439,489,0.339819319,0.059872442,0.039280337,0.025507763,0.781902688,108.667888644,1345,0.777300733,314.682639561,324.993583613,405.793262735,0.300996484,0.233964788,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003432,0.000005147,0.000012241,0.025728454,-0.251393858,-0.967542854,0.000000004,0.000000007,0.000000011,0.518902966,0.854391827,-0.027464847,0.100000000,0.705360187,0.548677358,4.151607104,0.016264542,100.643036995,0,0.270694406,0.211188134,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,138,122,16,0.095899931,31,0,0,0,0,0,0,1270,31,224265,466072,129206,15,0,0,1894029
1204,1624181213.858839035,1624181213.958724499,1209,1208,0,0.181573477,0.245314400,1,1,0,0,0,1,16.030491359,68.506429995,-34.377904895,-0.064325579,0.037671970,-0.060152215,0.995401805,1518,567,0.373517787,0.062894015,0.045341182,0.027777188,0.735499694,105.226972935,1397,0.772748138,309.247714371,357.767376959,412.514057660,0.286465367,0.221365579,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003278,0.000004904,0.000011625,0.020730337,-0.265991847,-0.963752349,0.000000003,0.000000006,0.000000010,0.552689932,0.832683391,-0.034237537,0.100000000,0.714455536,0.547080314,4.178379345,0.016611493,100.547075839,0,0.272935678,0.212891318,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,162,141,21,0.106719368,28,0,0,0,0,0,0,1326,30,224317,466234,129234,15,0,0,1895355
1205,1624181213.958836555,1624181214.058680534,1210,1209,0,0.117561678,0.189801765,1,1,0,0,0,1,15.985858849,68.256270251,-34.359892223,-0.073069817,0.038045623,-0.059521501,0.994821855,1488,550,0.369623656,0.059507045,0.041520784,0.026584932,0.721206429,93.094907577,1395,0.778399395,315.602359671,350.574087577,419.690709070,0.290645460,0.226238251,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003253,0.000004703,0.000010454,0.024640788,-0.299696140,-0.953716444,0.000000004,0.000000005,0.000000010,0.534957580,0.843889805,-0.040870334,0.100000000,0.721758644,0.549081253,4.191517487,0.015556466,99.917253769,0,0.275286611,0.214694834,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,150,139,11,0.100806452,30,0,0,0,0,0,0,1306,32,224373,466384,129264,15,0,0,1896661
1206,1624181214.058834314,1624181214.158694506,1211,1210,0,0.083351566,0.138513899,1,1,0,0,0,1,15.948633096,67.997358400,-34.338700492,-0.078711101,0.037351008,-0.058632990,0.994470531,1575,575,0.365079365,0.059888185,0.041439882,0.025269436,0.663624671,98.768202186,1450,0.783962776,322.235168255,376.021417892,438.489439096,0.283471559,0.222231151,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003267,0.000004654,0.000010602,0.032786833,-0.297434937,-0.954178957,0.000000004,0.000000005,0.000000011,0.504566698,0.863075748,-0.022642904,0.100000000,0.731200959,0.550726504,4.195643087,0.013849643,98.601964678,0,0.277390297,0.216275656,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,181,155,26,0.114920635,42,0,0,0,0,0,0,1352,42,224447,466565,129306,15,0,0,1898013
1207,1624181214.158831835,1624181214.258740902,1212,1211,0,0.035951228,0.067421768,1,1,0,0,0,1,15.911276923,67.734701154,-34.333171556,-0.083439352,0.037359349,-0.058614425,0.994085762,1579,580,0.367321089,0.062620514,0.050314329,0.031267320,0.692802229,102.127351070,1453,0.777031152,319.032003884,377.820756267,432.173503796,0.282572704,0.219567793,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003194,0.000004631,0.000010835,0.032289866,-0.262510991,-0.964388586,0.000000003,0.000000005,0.000000011,0.551307976,0.834301789,-0.000199523,0.050000000,0.725319852,0.504785280,4.250488455,0.012271484,99.065488604,0,0.276392490,0.215172434,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,163,149,14,0.103229892,29,0,0,0,0,0,0,1387,29,224501,466728,129335,15,0,0,1899400
1208,1624181214.258829355,1624181214.358797550,1213,1212,0,0.095356731,0.162497990,1,1,0,0,0,1,15.864374190,67.448791874,-34.333762075,-0.083612291,0.037877437,-0.058440140,0.994061887,1561,577,0.369634849,0.055358123,0.042151301,0.026049423,0.605183494,95.565809232,1443,0.780440543,314.651310042,382.176679002,429.347714745,0.279398063,0.218053576,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003226,0.000004746,0.000010115,0.036070187,-0.280637105,-0.959135943,0.000000004,0.000000004,0.000000010,0.533255835,0.845953622,0.000827003,0.000000000,0.716128408,0.111099900,4.336276227,0.011723728,99.653664341,0,0.276371001,0.214770724,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,146,136,10,0.093529789,23,0,0,0,0,0,0,1392,23,224540,466874,129358,15,0,0,1900792
1209,1624181214.358826876,1624181214.458819628,1214,1213,0,0.088766890,0.188455296,1,1,0,0,0,1,15.828130638,67.151896216,-34.319665377,-0.079712208,0.036909931,-0.058508359,0.994414598,1560,610,0.391025641,0.059288004,0.040369924,0.025326065,0.647519215,96.961400117,1459,0.789717469,332.699409934,379.849245473,439.649131848,0.288751995,0.228032495,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003128,0.000004510,0.000009882,0.040449473,-0.253000936,-0.966620074,0.000000003,0.000000004,0.000000010,0.534979381,0.844764632,0.013029907,0.000000000,0.715257351,0.111165496,4.424799542,0.012005876,99.656236196,0,0.278133451,0.216171391,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,152,138,14,0.097435897,38,0,0,0,0,0,0,1369,39,224592,467026,129396,15,0,0,1902161
1210,1624181214.458824396,1624181214.558820248,1215,1214,0,0.131012206,0.252600366,1,1,0,0,0,1,15.797647120,66.849780510,-34.325459083,-0.077594246,0.038270388,-0.058456086,0.994533758,1515,547,0.361056106,0.059730402,0.043031833,0.024540886,0.711340828,94.919498628,1413,0.784221198,316.366333341,370.322478582,421.415740683,0.285502241,0.223896910,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003175,0.000004577,0.000010351,0.025851573,-0.260374894,-0.965161443,0.000000004,0.000000004,0.000000011,0.494953174,0.867548968,-0.048786721,0.000000000,0.718685580,0.049587767,4.512861811,0.011590786,98.877603233,0,0.279956646,0.217638285,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,149,135,14,0.098349835,24,0,0,0,0,0,0,1341,25,224650,467175,129420,15,0,0,1903502
1211,1624181214.558822155,1624181214.658791542,1216,1215,0,0.177527444,0.277822138,1,1,0,0,0,1,15.766281028,66.542753371,-34.330755982,-0.073005847,0.038871082,-0.059768346,0.994779840,1494,551,0.368808568,0.059972537,0.043198043,0.026115154,0.689217864,99.698516641,1378,0.777787874,309.549316054,354.850632055,407.391742019,0.288814813,0.224636659,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003283,0.000004668,0.000010720,0.024895677,-0.276582331,-0.960667695,0.000000003,0.000000004,0.000000011,0.612894028,0.789152604,-0.039988465,0.000000000,0.716198578,0.049208852,4.601460708,0.012922343,98.955015236,0,0.281096531,0.218569557,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,163,146,17,0.109103079,30,0,0,0,0,0,0,1300,31,224690,467338,129450,15,0,0,1904802
1212,1624181214.658819675,1624181214.758763790,1217,1216,0,0.113861813,0.187436298,1,1,0,0,0,1,15.725248831,66.220333947,-34.338101400,-0.065021809,0.039468919,-0.059672728,0.995315796,1526,541,0.354521625,0.059585643,0.041833542,0.027901800,0.738016472,97.711990416,1411,0.769771059,328.273397649,345.900661694,411.972904380,0.302236630,0.232653010,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003265,0.000004774,0.000011050,0.057379127,-0.260676394,-0.963719593,0.000000004,0.000000006,0.000000011,0.691659871,0.720904803,-0.043622089,0.000000000,0.717898128,0.042800934,4.706402360,0.013037776,99.004898424,0,0.282821017,0.219864847,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,164,149,15,0.107470511,27,0,0,0,0,0,0,1335,27,224742,467502,129477,15,0,0,1906137
1213,1624181214.758817196,1624181214.858796358,1218,1217,0,0.035936586,0.072946307,1,1,0,0,0,1,15.692895064,65.900025392,-34.366898401,-0.060058034,0.040038754,-0.060255813,0.995569770,1531,565,0.369039843,0.092233499,0.058791158,0.037021118,0.763537166,108.154168305,1388,0.780752164,301.335225367,349.895296913,432.453480782,0.278065584,0.217100306,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003102,0.000004460,0.000011659,0.058831415,-0.266845977,-0.961941832,0.000000003,0.000000005,0.000000013,0.515549664,0.856099864,-0.036077223,0.000000000,0.718153742,0.128355711,4.816802559,0.013805109,99.387833005,0,0.283295563,0.220260641,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,247,217,30,0.161332462,42,0,0,0,0,0,0,1239,45,224796,467749,129519,15,0,0,1907376
1214,1624181214.858814716,1624181214.958691597,1218,1218,0,0.053507748,0.091047177,1,1,0,0,0,1,15.654013265,65.565277071,-34.392403597,-0.059212466,0.039641989,-0.060667088,0.995611320,1505,545,0.362126246,0.062567787,0.044134537,0.029574848,0.746468536,97.058117654,1394,0.782240808,321.301268368,339.906239924,429.236178532,0.294651867,0.230488715,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003033,0.000004432,0.000010526,0.033899680,-0.264034661,-0.963917273,0.000000003,0.000000006,0.000000009,0.464821968,0.884907696,-0.029646385,0.000000000,0.718281556,0.127552048,4.938079503,0.012445251,99.790626754,0,0.284529860,0.221336122,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,132,120,12,0.087707641,31,0,0,0,0,0,0,1340,33,224838,467881,129550,15,0,0,1908716
1215,1624181214.958812237,1624181215.058679581,1220,1219,0,0.064494492,0.108586840,1,1,0,0,0,1,15.609343449,65.225477903,-34.375188588,-0.060020701,0.040629002,-0.060719756,0.995519920,1499,552,0.368245497,0.059116459,0.042584609,0.027559236,0.771779877,91.929621306,1397,0.793473500,330.886090513,346.374908857,431.221480690,0.298503672,0.236854753,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003135,0.000004534,0.000009838,0.005733594,-0.256259300,-0.966591070,0.000000004,0.000000005,0.000000009,0.552396956,0.833152362,-0.026734714,0.000000000,0.717901549,0.127754301,5.063927813,0.011806397,99.708373483,0,0.285789977,0.222680682,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,150,141,9,0.100066711,28,0,0,0,0,0,0,1321,28,224871,468031,129578,15,0,0,1910037
1216,1624181215.058809996,1624181215.158727169,1221,1220,0,0.084737592,0.144867193,1,1,0,0,0,1,15.563558738,64.877359429,-34.357101569,-0.059222066,0.042387147,-0.060529134,0.995506053,1461,553,0.378507871,0.059622229,0.040979076,0.026312405,0.783197748,96.858517185,1349,0.787430889,316.325321764,331.100352059,414.818596024,0.297789624,0.234488749,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003121,0.000004342,0.000010358,0.020790017,-0.248813113,-0.968328359,0.000000004,0.000000006,0.000000011,0.558455453,0.827209667,-0.062061846,0.000000000,0.728902031,0.126644303,5.207322443,0.011403230,99.381716131,0,0.287928171,0.224453210,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,145,134,11,0.099247091,27,0,0,0,0,0,0,1289,27,224919,468176,129605,15,0,0,1911326
1217,1624181215.158807516,1624181215.258732319,1222,1221,0,0.089601973,0.186387031,1,1,0,0,0,1,15.513726768,64.524314049,-34.337576113,-0.056358316,0.041323411,-0.061104084,0.995681880,1450,551,0.380000000,0.050688811,0.035505432,0.024141958,0.729748193,110.051342960,1354,0.785095718,320.147812957,324.857826738,418.013963055,0.301168306,0.236445948,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003128,0.000004388,0.000011386,0.036549930,-0.257673247,-0.965540574,0.000000003,0.000000006,0.000000012,0.519019773,0.854669253,-0.012607227,0.000000000,0.727038129,0.131381046,5.358479143,0.012071412,100.200572085,0,0.289061463,0.225401557,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,159,147,12,0.109655172,23,0,0,0,0,0,0,1268,23,224971,468335,129628,15,0,0,1912594
1218,1624181215.258805037,1624181215.358736277,1223,1222,0,0.170127022,0.224749901,1,1,0,0,0,1,15.456428943,64.156116234,-34.338580646,-0.051141588,0.042253659,-0.060897623,0.995937069,1450,531,0.366206897,0.059487160,0.044662426,0.027363241,0.716897863,104.298392972,1341,0.778768366,300.428680819,321.079378779,422.820318948,0.287676450,0.224033319,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003070,0.000004541,0.000012000,0.014108109,-0.263211628,-0.964634957,0.000000004,0.000000007,0.000000013,0.413560795,0.905888436,-0.091288615,0.000000000,0.720333682,0.131112055,5.512792874,0.011907744,100.110862981,0,0.289448904,0.225874327,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,155,137,18,0.106896552,19,0,0,0,0,0,0,1276,19,225034,468490,129647,15,0,0,1913870
1219,1624181215.358802557,1624181215.458721638,1224,1223,0,0.174931884,0.222132354,1,1,0,0,0,1,15.401929598,63.798911969,-34.316903979,-0.045214714,0.039951977,-0.060597254,0.996337012,1473,572,0.388323150,0.058393482,0.043939996,0.029351768,0.764622776,105.703743382,1365,0.777765111,296.331857255,322.600543614,442.716975383,0.279124035,0.217092936,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000002915,0.000004506,0.000011999,0.007414502,-0.245777944,-0.969297801,0.000000004,0.000000007,0.000000011,0.555197274,0.827798210,-0.080660457,0.000000000,0.720783753,0.128194543,5.650394068,0.012858376,100.447040832,0,0.289089401,0.225546612,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,122,111,11,0.082824168,21,0,0,0,0,0,0,1329,22,225074,468612,129668,15,0,0,1915199
1220,1624181215.458800077,1624181215.558770418,1225,1224,0,0.117491058,0.190948226,1,1,0,0,0,1,15.352544170,63.434914202,-34.313745005,-0.039175538,0.038003861,-0.060340049,0.996684535,1418,534,0.376586742,0.053026117,0.040505300,0.023148544,0.698981758,99.386746945,1306,0.776292558,258.686018849,330.006334165,425.145727847,0.255155161,0.198075053,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000002870,0.000004572,0.000012216,0.017351735,-0.211794472,-0.977160181,0.000000004,0.000000010,0.000000012,-0.437567271,-0.898199900,0.042093017,0.000000000,0.724122648,0.130586848,5.796615038,0.013377488,100.230813543,0,0.288006829,0.224731329,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,146,130,16,0.102961918,24,0,0,0,0,0,0,1246,26,225137,468758,129692,15,0,0,1916445
1221,1624181215.558797598,1624181215.658759117,1226,1225,0,0.086539172,0.161185266,1,1,0,0,0,1,15.305343615,63.072898447,-34.329992092,-0.036125233,0.035615746,-0.061060221,0.996844088,1416,509,0.359463277,0.080915133,0.054602704,0.036122339,0.670658178,119.260692303,1331,0.772767301,277.072839748,331.145512547,420.334925217,0.269381126,0.208168925,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000002919,0.000004451,0.000013108,0.026408899,-0.214166682,-0.976440066,0.000000003,0.000000008,0.000000012,0.425038513,0.903945261,-0.047172328,0.000000000,0.719672442,0.147175627,5.941927950,0.014050151,100.630516729,0,0.286911814,0.223764127,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,213,180,33,0.150423729,38,0,0,0,0,0,0,1161,42,225204,468971,129730,15,0,0,1917606
